"SURVEY_YEAR","BIOMASS_MALE_GE25","CV_BIOMASS_MALE_GE25","CI_BIOMASS_MALE_GE25","BIOMASS_MALE_LE94","CV_BIOMASS_MALE_LE94","CI_BIOMASS_MALE_LE94","BIOMASS_MALE_GE95","CV_BIOMASS_MALE_GE95","CI_BIOMASS_MALE_GE95","BIOMASS_MALE_GE78","CV_BIOMASS_MALE_GE78","CI_BIOMASS_MALE_GE78","BIOMASS_MALE_GE102","CV_BIOMASS_MALE_GE102","CI_BIOMASS_MALE_GE102","BIOMASS_MALE_95TO101","CV_BIOMASS_MALE_95TO101","CI_BIOMASS_MALE_95TO101","BIOMASS_MALE_TOTAL","CV_BIOMASS_MALE_TOTAL","CI_BIOMASS_MALE_TOTAL","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE","BIOMASS_FEMALE_MATURE","CV_BIOMASS_FEMALE_MATURE","CI_BIOMASS_FEMALE_MATURE","BIOMASS_FEMALE_TOTAL","CV_BIOMASS_FEMALE_TOTAL","CI_BIOMASS_FEMALE_TOTAL"
1990,648719.7318348261214728856740696317561825,0.1186522140102652103499462805789272726324,150865.1836105213864015426755251545830127,303531.9590459852806007336171078134398109,0.1091855252410421073520202133173465461077,64956.9408967216347211178124453828665814,345194.1904762560590922457284424426908225,0.1493297794559398375241462708523730956189,101033.6337732503701364915903915237588176,517712.5969980226863380720285536819512379,0.1381792304331055475396029685850551516992,140212.7713478741168589412909663562142957,223647.939708670278825979111756219576809,0.1466206424504276054606053569276484301134,64271.1530214874809860381781657518337277,121546.2507675857802662666166862231140154,0.1677666496163894988652968651400742095434,39967.1582388342984788231718399577200894,648726.1495222413396929793455502561306336,0.1186508776214740340236563116375701693634,150864.9768745545052376778372609055041485,38212.573545547985574541500898014379346,0.4307717885138864131417021721054401167788,32263.3613538708899822780574140638825374,174941.8458862027563488984876541117086177,0.2104178374217402264364029580730991099247,72149.3343764466058299804858939412055826,213154.4194317507419234399885521260879659,0.1888134607047624321738297672467926156903,78882.9902509497042746079845740392962325
1991,635772.369038511900038359816236038567038,0.1282200555604315029154229882358817255355,159776.7862245341081775133128826144054196,289672.9957244879463769504132078733955399,0.1709412974465401237857722777150622227845,97053.472339765277582191344302450169414,346760.1363796921701424003221759867093768,0.1541871461686215827674492082433054585483,104793.2734335164321752145812549857311941,475849.6497998350550653990519812285087216,0.1458421738893092761132098417207359373097,136021.9368476979554660752252136620950837,277482.7602018792041054766929498143474823,0.1713862614150305138809713939852209114524,93211.1964411220492689799761169891727924,69277.3761778129660369236292261723618955,0.1900531865784220349329267388493925158436,25806.1167567554185175826722870183318132,636433.1321041801165193507353838601049155,0.1281506695317281717387936934904537329267,159856.2907029979513765571103539227829474,68924.882652337034823341251880269416643,0.1867352049499514841848875404997651575164,25226.5760929416032208030736472756065132,199019.5751764910800749256670422655887973,0.2427104327544753548952007307618409569654,94676.0893466880621669537009233088080276,267944.4578288281148982669189225350054373,0.1925591617436496193202232489169195226293,101126.5139790166022635312951576816018541
1992,343668.8976263402724400781514656116237848,0.0930461200969631031468366745766167032468,62675.0327433774948416215922494060681554,177163.5541222620623770736648762052331583,0.1469246392515302593633233057615561764038,51018.1949047473277886456339982555250844,166815.8270651622212580895076836999707547,0.109578392462505864218791307024956379318,35827.6439275235532260397128255097844074,223979.9072708561885361803972241723382399,0.0930667705013287149546576106330033262705,40856.3697886958929910966852399154181801,139153.3193169530720911042363883485254504,0.1163404864748653608055879958606784580926,31730.7631332961352767839540334402436285,27662.5077482091491669852712953514453046,0.0988450147390587631864647949134960558196,5359.229932738478751237753100893273103275,343979.3811874242836351631725599052039144,0.0931277594770473705066064557378034397264,62786.6969895206419693041121210388759265,49374.3894701419353341850113687561412936,0.1689178481591034912299934500592066131185,16346.8226219931124779792145680621970967,123479.1790633156610266154084305253282013,0.2016450699789831191297802703124908170865,48801.9766982125604588245248224566096557,172853.5685334575963608004197992814694944,0.1525081066402216470278674161522941198364,51668.6781075650875071281781265103609079
1993,367525.4130025831369145151510147366007915,0.1294594038128734266053168457382968783542,93256.0568726532047017382603888506173599,268412.3262398524682143635576843284757791,0.1670333818523738349275318352217766144731,87874.2844221022283892090942743638569504,99248.4251714018921235060389568957988823,0.1142227475650938064957627378066615817347,22219.3985165888350431973075406900647112,143361.1667335189675985904002651168726725,0.1045009700686698872158328053222874919959,29363.5067479049552052175450615082060865,77497.2735668347980303856795488128039829,0.1132957160546253261093271671104493873902,17209.0138380300428299704516048965249179,21751.1516045670940931203594080829948989,0.1303474031059277052112272126039100186026,5557.004007388560329757620913445355206489,367660.7514112543603378695966412242746608,0.1294339121795669155865955279758021916239,93272.0280436742444055639120709256541604,74920.8059576091897968765880005631322508,0.225216681526346235914177566716803373848,33071.8939783020231520475642655785681828,127080.5646771001776492266162324505806961,0.1662626903953348110998785039281747131133,41412.3628971391348143901467405804869682,202001.370634709367446103204233013712948,0.1513336221953659849600741045873568384029,59916.4142488952402913540387762991961427
1994,343458.0136835486395195061071060889953199,0.0953271254957746908244779530950445857035,64172.0957389646386104848253853859428584,285636.4036968011219274579238575303613201,0.1123256818332944607870578482878994421343,62885.2354512405396218221831404980408083,57896.1756982504067500119231757861266815,0.1074000823564930156117720674576488580313,12187.3859147114430887441131690241342048,110289.0789640760750596126557487875390748,0.0836317369064755415033968915030029474232,18078.3877817389880835799994554149756439,44995.225924699855237062474204831874324,0.1153947904777933879708872732688250950272,10176.7407494401654085705721589179265555,12900.9497735505515129494489709542523576,0.1167261999042535141537423592648159712457,2951.522530755503730984030694390561826867,343532.5793950515286774698470333164880037,0.0953354427137269772815765627980271436629,64191.6278647029671936865809901442227626,68240.3263984667031885137812867343595977,0.2059699368511397559385292514803195296942,27548.6932092269701352583799376112463239,122603.957336944120420691775953788289166,0.1400250056107646798715194803887287958973,33648.5348354548056449958285150107253361,190844.2837354108236092055572405226487631,0.1267250104783781904732366607543615331955,47402.0979579726934993235175700132882965
1995,426020.0160901074042632225280268569253265,0.0894246372454987888782574759005554560833,74669.503380431647334325392836970526416,364040.155702550748546372235816671704656,0.0970918406545829941585196827176737308691,69276.8444271096143675697970745122275393,61985.7366460093284737784277889789139534,0.1635258537563206793033820369620280785582,19867.0901912761327064497601687410329272,157925.9789275946498671754887798726401341,0.1262614396655244821726021958144731914757,39082.324461571349990706125286432878191,38388.7309904848522407011421737740459242,0.1515449225739488455647034896453573976758,11402.5298407037479189753815218118981734,23597.0056555244762330772856152048680292,0.2154145991396510174553608956085232567059,9962.953447794530741009453943451685260177,426025.8923485600770201506636056506186097,0.0894233835279912256448885853963426352014,74669.4864581063810339738160955006923971,31018.753974923326126009943360228481876,0.1970637053325716715996526941019020181024,11980.834362471740131479139187087076098,164958.5218307680353275771867655251200495,0.1362107250001532558064996752736623740435,44039.474912904143610190256706441572263,195977.2758056913614535871301257536019266,0.1226078679403820426427100830292631796388,47095.5776645480690348458870102071331603
1996,481014.8560030530654319542568884907422642,0.093285644656328757971924018202579844982,87948.6906257712701957825110946422954924,338058.5735899869221884901590977023890622,0.0888371599384590801657234656791898389411,58863.0405983387737744393740868465897267,142958.7193249076343193089823051178910135,0.1840143749591616390990219400466395271273,51560.6603878087969569974170345031489362,310242.473378294500296273951946424219271,0.124457429937114529248655309130208477458,75679.4825522325663169237269838876470663,88615.0574741230186550582533357845877073,0.212027105673896138471423626187435432159,36826.0365445139517589944174379376612286,54343.661850784615664250728969333303306,0.1648297798597572126397038494989276842255,17556.6094864903122514470103602372900522,481017.2929148945565077991414028202800779,0.0932851302414301956460267740812878548556,87948.6512031743888842675982369447698594,9273.932967658635553230268289593822779999,0.3545338585633037326160313064266072808013,6444.329548599634838974711494852501292554,104429.1055301244531176516007568536538783,0.1514941176229014291538686163211008203183,31007.9745850127176100767769639226519523,113703.038497783088670881869046447476658,0.1436923560253714647257853286090650634521,32022.9846784203322203325969005064554352
1997,440369.6502073650747551639494073559174258,0.082761937687429693744443409689466324744,71433.857277798431697396273102730652628,209139.4475937080432325429447875738453744,0.0852758516733267665156307307665367239646,34955.7072436033855174196093910877316331,231231.1457523556605984440914832880396731,0.1246649281702483811759756540074515058118,56499.7717848456389013761156678255582478,361625.9864764439771015594402120830307377,0.0944031243298295986217379554811261899724,66911.7010059767149273709734368861627798,170624.9530435365754090193735956287835031,0.1473220115584778480702038012400023113739,49268.1501567114854705217674240871093944,60606.1927088190851894247178876592561696,0.1053585057834531828372402926157670378388,12515.3406938493796684579011827259790412,440370.5933460637038309870362708618850452,0.0827617126152724332738533939234193816671,71433.8160018188971167774406102077008632,5452.246991999611205151930476086506096739,0.483534107200478101074266044099755255798,5167.240867765527573069615386965575967917,101393.4290323845387214791151580799046815,0.1969589751269128772640461944609594183981,39141.87789897079143853234276593331919,106845.6760243841499266310456341664107784,0.1905122273561787579673942450812524750735,39896.5991366528981376891705437447607805
1998,264093.6022115259887660338736722789929537,0.0809400022187977823336026774254210104185,41896.4440279835763944525755369863376824,100540.7959281161974464845649947537104258,0.1079571119487585951487111386753568704861,21274.02416440070799110082969059127634,163578.1247203166711309313095766370077922,0.0995934065751323711833671300490128282939,31930.9532568536904644457981086067839107,219158.3689654792683694422563350516655974,0.0889675287879463893654389595080052394724,38216.0378601090806005860223553780782531,126983.6693515345573646784213655527706997,0.1073026570327518735890016839827359216986,26706.3428375286331132752012616438851801,36594.4553687821137662528882110842370929,0.1022442920595896959688074691182641942292,7333.48539767526204397304882021068699406,264118.9206484328685774158745713907182171,0.0809345223068658226675504133636362155496,41897.6238027763917031276356274861812583,13323.7664540119782328165677950888896347,0.4778496563897960017877685497654816556408,12478.8441548603284414791471190466456554,70182.6636930480348766591569579521149,0.2801326099324716011351093277051463565531,38534.487394599065437885660843602352661,83506.4301470600131094757247530410045339,0.2517719446091231149454736779075470025357,41208.1695587627563794083059116713545298
1999,112719.2164868581004338361003064638203456,0.0745220320833280917564779603568736407117,16464.1275321848385420845351425558953086,44585.4299458472635383266614781569037778,0.0784227817788659351185734425599548473542,6853.166348593785014888848035286193881979,68144.2378575885590235042354497198227421,0.1034694478446216143361566676932564245232,13819.6594632378083196377747090122644265,88405.6997003435864826391812633709601164,0.0884214913113061986541661775429587244834,15321.2490635307958666299188650149289731,52483.7156673832829879778726437100307574,0.1198383027412618007964281721676038085976,12327.5364379829986889317161707688074209,15660.5221902052760355263628060097919842,0.0872076037171136859637709684029685679271,2676.804561806314506176374770304600762623,112729.6678034358225618308969278767265237,0.0745175160840853420728731351757388071698,16464.6562740444078258057922094149156281,6159.72995879197140192691224691536038509,0.1873525262288608123885502613812946403962,2261.920298587854204142620549925322991441,29848.975460867710577004320322893730398,0.2383583927571298254493872903033991216337,13944.9174799468945568364742053664779571,36008.7054196596819789312325698090907831,0.2013756134293107209117996714554218545508,14212.4992796514554257058298386305540101
2000,132844.0857435906714672560486234836072859,0.11178345691457457842013233069317855645,29105.5514247464488882247308773492262629,77571.9800460659758736402604670043909465,0.125819894165440733273234548998215338134,19129.7927064154148649434635769924132707,55284.1920234996698885265234475444825501,0.1527128625939141121010704438983722369542,16547.5101513965246206442277717559123227,78670.1875031149359662689277774205208004,0.1373034763101817265163925129951528836494,21171.3128432569323967104927602633999871,42073.2572659250491059985010590443957422,0.1475212941642377430002240629789275196387,12165.1346686853970437013499411610906983,13210.9347575746207825280223885000868083,0.1864012723403915336008021443548793225995,4826.568693330910130775177411996914686792,132856.1720695656457621667839145488734991,0.1117742497105029517206889114700697198797,29105.8019468709493131685524951421526336,12479.8787583834958231399850625004737212,0.2117279589019736431303041795173780428468,5178.984943439003935674889449740435486819,93882.093385707270237622391800236211777,0.538672285764593070876304873832420026452,99120.4963994300825768895373147755429342,106361.9721440907660607623768627366854979,0.476924994621783112449996918979601298206,99424.2986658541582971119726711386832506
2001,223575.5995150076836359821049039321192506,0.1436380937754058440957139727973089766693,62943.3869408973398371608320267082065187,166089.9442037707406631254986437031975659,0.1736060745849619344252815650486394882165,56515.0775528538990919394891651391689729,57508.2404946086797343438404370448007342,0.1025596823055648967461499171535661658714,11560.1326751550134144927345398753781152,107184.718715009038660065698097004554281,0.1154647120699706813553845522122209750962,24257.0632620694603902853138110490613802,40775.1582823753845650743024144027461168,0.0952068958290664728490182852841003468135,7608.869444127468081966047426321019737875,16733.0822122332951692695380226420546172,0.1482382559240646919153309616950324847077,4861.74652981588942454607257035876146009,223598.1846983794203974693390807479982998,0.1436315518809327451655688667466107937686,62946.8783613358253571596376906899337629,17032.8109145515457306703630017823358195,0.3282839131525463297380211976174413480798,10959.5317252721104110869364487156049466,74840.1024934614067149061287529482705324,0.296941732062170494888207191202929116743,43557.3733377528381893832694499546459925,91872.9134080129524455764917547306063527,0.2635554498538080822818360388411816281663,47458.6697643524673846945501694342649314
2002,138609.3897915470661701572653175711788235,0.1909093091686157568441224785976346552768,51865.1727847997579534943574621246517837,82510.4802713907810100927901845921934068,0.1947897852869019273036954107664349317427,31501.5095225274006852450749541668688685,56113.9932833717423644326919850502383396,0.2421155323230208570900206008478910189495,26628.6959349649740684811187729714094304,100734.6412777536063931408402177376779529,0.2241482642456730348356655920364017740828,44255.8101839652355479573329557490056699,37385.7224884168393527933545519459228543,0.2455858204305716892882011160303009576689,17995.5505262267464154686451914852488542,18728.2707949549030116393374331043154851,0.2415024812014687972617472956402713792211,8864.930776565442562463202394635453056573,138624.4735547625233745254821696424317464,0.1908916372985171285477796124602474929121,51866.0153439666697694493358617861375131,4387.746156777092911353570986363059529104,0.277517874735887745633331405135246285197,2386.64885708630276298739169130753537724,29508.0611942883001209722900260241783054,0.318966757794702469166963234373557185594,18447.6975915816376039576023079103498399,33895.8073510653930323258610123872378346,0.2807814371564419638668323642088894359565,18653.9344631556611626599024848117439742
2003,125138.7153120469654007003856003811169144,0.1233218984338412694484775616695451367453,30247.3941221131209671101971263433851958,80637.9661421830181116123444827587600906,0.1596491660855125368203284210595063797026,25232.616736885374087073990115015861642,44593.2308024385057480934811659012677954,0.120654743283367782390150850349468249021,10545.5542367026057486212400576530777181,72621.339775882587563792857065538795765,0.1180373533287797327381883297188990989506,16801.1802549770283725523535961577734091,31648.9151607749506980612883000258775372,0.1206882527696351286955664240036573283477,7486.518454704355529627646783920478108055,12944.3156416635550500321928658753902581,0.1374266759910092709949103172576532175431,3486.632772360011267685658837328411291816,125231.1969446215238597058256486600278852,0.1232788574086714983488722953268827162798,30259.1833876563791226317593765756593167,14837.652259317514138463673384247851603,0.2397733294611453862213604023296344369547,6973.039635862363168861426771579578907603,38761.4576957061604608766166136076378355,0.4060330289563073952500387408252662249676,30847.3268669007134075075130872507579469,53599.1099550236745993402899978554894385,0.3032173868091439026917316141080385277699,31854.276829482168412277812559755359962
2004,132648.9696194975852437459438245938788422,0.1185588886234585733189228227408996430069,30824.3602536637261857064255300925407267,88286.1251062025858236903660922522019736,0.1454352118833933772774441383874906048881,25166.2261699213234565496912381582976249,44426.2764092356281788316142028393461315,0.1663868724450442317997599465389651708689,14488.2204047790616342097169055517948209,62236.7331400472083554240788347128196372,0.1364273263862419381208797524954695413042,16641.9505664088947368376020829860028982,35730.5033016211524670726970812651194662,0.1875304236540559776088987083717133144631,13133.090586190294727582986958854286029,8695.77310761447571175891712157422666534,0.1250498661833700599785457952497233413535,2131.314316397550879288846396286894066345,132712.4015154382140025219802950915481053,0.1185335153642864512808997487491540526373,30832.5002687606341977294347141780982347,30472.4787577771049042849413836680191644,0.2709330955016472931405341235344818251411,16181.7658750073759585186604595501037311,47742.6489183452758687685925262964652019,0.2795007134779192273246980353137869493719,26154.4446945664940033051445913502551154,78215.1276761223807730535339099644843663,0.2042217396872266003123753784734042623945,31307.5297099974650217401192531501171627
2005,231847.1337708638810222406808553746524619,0.1296139939916573115576679263539756917707,58899.2406869770512908174098236925822837,181233.6560576569583213987730321131152408,0.158231039859757935122900559130596912349,56206.5081169540055222522686003932267607,50621.2650871023548752414271391943169385,0.1029020559493975426233540528344691119757,10209.7032143556903407566687388951211561,106183.1380398721483825357476704995740828,0.1117948744617287156256038753701359756513,23266.631950755038795451262161766626186,40288.3646627470625982335449075662976254,0.1084130806010449995409119948786604674441,8560.860021914713257406320701383231390355,10332.9004243552922770078822316280193131,0.1251998074334990390667746236041445006533,2535.60720098325407059170207915801033996,231854.9211447593131966402001713074321817,0.1296103792350023374936610883148068694106,58899.5763438646810762213631769388367163,55125.3110116384256323357604674602951365,0.2349405334198788010586292534632879138148,25384.2931490616588171095364362938774415,62603.1340771644724694948670466914541227,0.2232647148599040811563240580747046428207,27395.0589229859619114661231363304908841,117728.4450888028981018306275141517492613,0.1624671205988506588815839079409722193159,37488.9229128691077050720758581002173664
