"SURVEY_YEAR","BIOMASS_MALE_LE104","CV_BIOMASS_MALE_LE104","CI_BIOMASS_MALE_LE104","BIOMASS_MALE_GE105","CV_BIOMASS_MALE_GE105","CI_BIOMASS_MALE_GE105","BIOMASS_MALE_GE120","CV_BIOMASS_MALE_GE120","CI_BIOMASS_MALE_GE120","BIOMASS_MALE_LE89","CV_BIOMASS_MALE_LE89","CI_BIOMASS_MALE_LE89","BIOMASS_MALE_90TO104","CV_BIOMASS_MALE_90TO104","CI_BIOMASS_MALE_90TO104","BIOMASS_MALE_105TO119","CV_BIOMASS_MALE_105TO119","CI_BIOMASS_MALE_105TO119","BIOMASS_MALE_GE90","CV_BIOMASS_MALE_GE90","CI_BIOMASS_MALE_GE90","BIOMASS_MALE_RECRUIT","CV_BIOMASS_MALE_RECRUIT","CI_BIOMASS_MALE_RECRUIT","BIOMASS_MALE_POSTRECRUIT","CV_BIOMASS_MALE_POSTRECRUIT","CI_BIOMASS_MALE_POSTRECRUIT","BIOMASS_MALE_TOTAL","CV_BIOMASS_MALE_TOTAL","CI_BIOMASS_MALE_TOTAL","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE","BIOMASS_FEMALE_MATURE","CV_BIOMASS_FEMALE_MATURE","CI_BIOMASS_FEMALE_MATURE","BIOMASS_FEMALE_TOTAL","CV_BIOMASS_FEMALE_TOTAL","CI_BIOMASS_FEMALE_TOTAL"
1994,915.687425416285016099205918274996803533,0.2244066862414049237987284483773495077937,402.753306310360602338689079376699008284,5812.201218928863712052082665693965148604,0.1762473260011594143168086977294810573639,2007.794449113107463035104757273351801134,4245.59546230257438611848683184713008407,0.1741971683846355289666308453228686190854,1449.558586973941504240824198125330183024,188.750014860337346160120754335288458484,0.4416396271228894107545988005243223238907,163.384592917424072686531102369364536082,726.937410555947669939085163939708345048,0.2455386357109445557340456982721786026783,349.842791268902185748761432395000065898,1566.605756626289325933595833846835064535,0.2761755040276761295426256575259687820243,848.009943519891781080200999112473724445,6539.138629484811381991167829633673493661,0.1764730060084519547132832722804958625902,2261.803643276299862987233741904681001491,1985.463827845452998950474160519244554345,0.2088498110913151338741195618987716647153,812.740940933358090912953518695075157924,2260.131634457121387168012671327885529726,0.1962043127281017220495919001663175104519,869.157245066853431538477812482965953048,6727.888644345148728151288583968961952145,0.1728794839702398888976157520262819534325,2279.703277405507188312305350073590056947,98.62353173259753020452557340889469029198,0.4735660890398819628773286607477587577827,91.54133001141753619395780971668186196219,127.926730469935813845165423432560263825,0.523747084287224008891575916160370167498,131.322454088611862655537023875989044992,226.550262202533344049690996841454954117,0.3850229339116176080052261777851935906643,170.965011398064647105547136838408901099
1995,1037.913841100744213565370952602815893024,0.2895311473694251385493141931000884552115,588.996435157631131345852712295933247412,4888.873190773598463920984900965855388231,0.1725581426485948097397780831257954181665,1653.485159791026882375927646572227604021,3448.034811359201396699467097121030711598,0.190587015349671969130466652137973887077,1288.015300496690041834336671628353261359,223.191570439800771449387109337912956515,0.4363437718723835950636063388631363650317,190.880973323813984953756457990992015004,814.722270660943442115983843264902936507,0.2996990136436985368486814169970025977146,478.576063384852715994396665623971508421,1440.83837941439706722151780384482467663,0.2451292239209508153140475149805458961698,692.255523733088391583540711245322325488,5703.595461434541906036968744230758324728,0.1778841366384600183435455320268892243142,1988.575142608952042067966473580930835049,1562.944120950703098433704530828710306526,0.1898390922079611153948244782813584325368,581.547470462380461095428217146615523337,1885.090690408498298265762566292320405078,0.2692682451031566804012525984653391077599,994.886321650524960765214811995762074084,5926.787031874342677486355853568671281247,0.1759268084808073511528495734136383477062,2043.654225043656670462183964627406177502,182.468247442916280804329041929286755501,0.4233020729195657082593458474906101717255,151.388807273789944900118655603053738752,20.53551603053442762686853547569444840282,0.7003051031938039524191725370008530603117,28.18700827888679820569152622998047307471,203.003763473450708431197577404981203904,0.402575322431361611927582412907919830989,160.179638848804404552698073133410103817
1996,1291.248697214234359129881324290354362594,0.3521545928908474826778170082456314611534,891.249552205099141961909459798921002993,8493.500330728032810254982763923622412709,0.2410321258378727871597371561973672431782,4012.524623419304546742463873702142995237,6217.820956353705230317495170135993741304,0.2274439272746144733087705536773426277226,2771.843010110832453456672308517120876002,374.338560809295241267834497981483418001,0.4106822213463376607461062206897577721433,301.319015709954838468466533871712042457,916.91013640493911786204682630887094459,0.3675604184817895810661138562896249329763,660.558951956500612242678888386299246277,2275.679374374327579937487593787628671424,0.3507300836105711730126051244912375710414,1564.372465800514011978257875452220034624,9410.410467132971928117029590232493357291,0.2408860413405563814628320426420211732811,4442.99958864209922758622294550066696107,2537.138049109211110460205400272810319493,0.2895750759596706124348891686255467120665,1439.996208850301819208773850699498812494,3680.682907244494119857289769863183421805,0.219193889423220570875969360929954303263,1581.295076258075815925714154758539208735,9784.749027942267169384864088213976775313,0.2378022449023689987414084384536515441976,4560.597157915850276470664533341310755637,364.482203249125166890072183532490228738,0.5897964529459155692194231813015446856788,421.341808850962721133139619917150112961,432.352837035290588188863706109548942178,0.9090079505882048636192551043367857660924,770.303845995913408864484902714137209667,796.835040284415755078935889642039170915,0.7520108090532840746240309264545927361784,1174.487984119527811644875314147230235487
1997,1342.321826577288792470957680704789351339,0.4155486654399750549393326729288360752524,1093.288085505278312993738011381118688007,10005.3445331409875589813608104961104886,0.3299734355791762742635090270951633568297,6470.935903117567900171151643874322619297,7340.820608105787212903291159721549732656,0.283734910039928657813196003117430868472,4082.38026672589384214430388146576763361,423.550413878829511924434162679572977726,0.6592893324983938355070295243349992826244,547.314848505360228197923493892891274893,918.771412698459280546523518025216373612,0.4522064160836485177295274487043016603405,814.329682363502812493449067073830232875,2664.52392503520034607806965077456075591,0.4857791994374310654237408968309528806302,2536.965786403543172183145224872852946885,10924.1159458394468395278843285213268622,0.3374577863119252276296829541281002646178,7225.398849615654670181959947840075473533,3484.483165836806435093310813763634886854,0.3794492877296973724189695081048741023148,2591.481924550478454184740458553173938181,3856.337442268980777809980345957914845792,0.2626798502284697783573524896545624491993,1985.444997860685938505750708376644387513,11347.6663597182763514523184912008998399,0.3335409657730017504837844843178914510799,7418.426729904864485441804311263218815994,287.210906913507744908953205853570756333,0.7446297364437980225461952578307368906428,419.176932560827379756149603980118562725,406.512778456115230233100267763147135532,0.887571275588473815833970635969716688237,707.185768021925350641771983236028768037,693.723685369622975142053473616717891866,0.8231827762788261297149006723192138912507,1119.280323014172429386608659943158485149
1998,902.401661006947572255195482576729439369,0.3737796881850442085877951526991283773147,661.10684647893194793532381029951921148,7477.615464690207663838903648985693934341,0.3594958770502895527098286382765129910114,5268.816982258284761979341405374225272314,5487.4824980672292327615665130258130084,0.3313713116455789435084345170834448210138,3564.052775112723906417143047506539177094,403.171199815024415897978389976016735114,0.6120389253811768223303096207771417410739,483.642677043677427944860211623522753454,499.230461191923156357217092600712704258,0.3486043466072078811077493525325803369212,341.106461111241828940752897581500650174,1990.132966622978431077337135959880925944,0.4492200724802766002135758498198331269945,1752.255044003054035177474643147143158533,7976.845925882130820196120741586406638598,0.355202014806933045056480084247337766742,5553.447819568504007052614891253459392849,2116.881887011291465815527713191777993576,0.3876089871804446424972982582590433372421,1608.223990641947270357030461690993445336,3370.600611055937766946038799834035014828,0.3086085186420571789105963745244518033023,2038.784280563491950295654073580480130737,8380.017125697155236094099131562423373709,0.3423659720093726427484504175008374478797,5623.304109041211448099190911541317575395,209.638955661531833380152618401526894358,0.6444538645266474330385050406647749170011,264.801164857553180727930008527434025338,243.042847443438578711638145096399996132,0.5474355640498635224142374968494898601514,260.778584625828108658660849788195379053,452.68180310497041209179076349792689049,0.533410881029967525101374069742634030869,473.272182864094850328985332739679028007
1999,271.780299299199200904587910860706550312,0.4487135094607180784309204227480999738312,239.024924125622902689746155862408997234,1422.867549631557395059429724227664374523,0.1817184275875426685110062459531580785685,506.780057417397415419771630038953260883,1163.419496887705390579699127933130048244,0.2024029420760902279614045202677818993514,461.539876915962288054415767887789235767,100.100065312209783563183147457666301452,0.6297220826904786519273345471718799468288,123.549034347481058838348055209024461684,171.68023398698941734140476340304024886,0.408635367135958183781508650539631310044,137.503046272710828105574164612503065989,259.448052743852004479730596294534326274,0.2870237933944966901352590464032749116212,145.956818003217481338789474490533834721,1594.547783618546812400834487630704623381,0.181901195900463023385508437033448054226,568.498291570866958717582724285418137195,276.557295525259057994039710776158512299,0.3323292030079178036120235492118842847185,180.139808591551689511657458045302821366,886.862201362446332585659417156971535946,0.2297246625578268849521995862179004732529,399.318875088827824731918257927347897237,1694.647848930756595964017635088370924833,0.1842912421634670464899114054370090716449,612.125163933829304199182958077804141426,92.75343852672721977452324095093283634212,0.6659504361480869018145714345992160280672,121.067617968573167651726513668300927342,14.39111416154052457267212841315874463848,1,28.20658375661942816243737168979113949142,107.144552688267744347195369364091580981,0.5919430782873655379420265306293340008251,124.310013626431428791722873902893118426
2000,314.51941633750496802565398415029077628,0.3440086216883684864641103747736307730654,212.066886180650610069196887365637407375,1880.153770155234821157493497165660729663,0.3083139671457100546073127358291755786878,1136.168228732226965612250410548046861424,1533.54653600892404253351308447994770404,0.3302305531613416484445004610607735008607,992.590884934377198150266840449139674574,97.87690934051030765446347251559091440148,0.3844658379443715385009762599527136709238,73.75544281140897855835343338981249130154,216.642506996994660371190511634699861879,0.4073892019221913267389165573203433643675,172.985323334739673889158803101244723985,346.607234146310778623980412685713025624,0.3698809668072154532162482320112784627558,251.278700982088170196865319649277644143,2096.796277152229481528684008800360591542,0.3101744113974036371522060166077847425075,1274.73020012848160720789206128708423785,496.967099834121164577205344252824668816,0.3313257137993374799061411552963428088064,322.729639011160539288821833143511846533,1036.579436174802877956307740227123035221,0.3951584208486705086988438104291008754862,802.84166244275907908100018561618815713,2194.673186492739789183147481315951505945,0.3049548581020529072452100758445275307298,1311.781450327856568768940173722521010709,52.48130934043411320267802728257736045385,0.5813728886035943368745011740133406548083,59.80197240153607428496930450749396416908,37.01703070264125612544015197336182796642,0.7104675621019586758258980319544020435921,51.54682313673541976167361265161627773051,89.49834004307536932811817925593918842027,0.4402489774009210892156286178785227564619,77.22704325876592493717691847315129353194
2001,483.054472305586164146627528904048349143,0.4379995299286926341594095998701006551304,414.692158327606852014471947581206465558,2512.209385502781176645053497698774966572,0.2546455276718560789985588479502293180531,1253.856853803348239317085047426355580719,1936.524220892855630993052497816566978511,0.2787369150490907083161016712453344327433,1057.970343009056200804666152451022481497,163.821705730056482988047855243557694904,0.7347517701311891710181879543248537949919,235.921845011296762616111196266145677808,319.23276657552968115857967366049065424,0.3330431726950847340384992405835398039046,208.383855080745858279667601182727442589,575.685164609925545652000999882207988062,0.3397260248327927522132891164239829620127,383.327455755158220440320335456942092086,2831.442152078310857803633171359265620817,0.2453844457040295967114784400229655805668,1361.79205154029152632561679764305001034,555.090866581773569002685292054659143278,0.3215046958429613014398787242852486851003,349.790067642134689417966174867786644273,1381.433354311082061990367205761907835236,0.315272024403746856086897857259934282624,853.633488777326148380528186199354249328,2995.263857808367340791681026602823315718,0.246370371688051229464421293378122569136,1446.370769105986029637424292873963434708,144.80835643411597793414292639165094238,0.8831763461392380227406430165788038938727,250.666977646785497982271054451560380378,43.12879682378727548332706157226924519774,0.5707258626995149941752830140469962988479,48.24485075791826612911037584409053155862,187.937153257903253417469987963920187577,0.6860897351785986386451952896489144905788,252.725833349511717050467765351916059024
2002,118.558952196644691720520639710555466646,0.619901575518078385336235096220537173065,144.049967266606265882902187987967315384,1640.02675296163523261528543850852406528,0.3214857729023189801820059875546273268764,1033.40072578244963843281701885855746029,1370.799212270764016984149757651972825849,0.361230036466099919832421295420632259496,970.540744895087495874939261668485703044,25.98492000584901193552401282716927466833,0.5964109499193157058938515416800339365628,30.37547401556104608042308317687032178952,92.5740321907956797849966268833861919772,0.7400393761835697338438169926363277683642,134.276520905217310992928133617813073656,269.227540690871215631135680856551239427,0.4352412722993000256377614521727164104223,229.670717202680458760875952094672876759,1732.600785152430912400282065391910257256,0.3201389121965540356658283458743592241856,1087.158944034005539422153950889196403664,281.566421598545877406969945884903486339,0.4153722317168760803233542641411177748439,229.231550915208727436423445192125631045,1089.232790672218139577179811767069339512,0.4305642972548585316506826281250734767501,919.210112082954779494218623656365708727,1758.585705158279924335806078219079531924,0.3159686474076369956559827664584904074396,1089.08957535416375510809528112329868996,0.9246556665403650723448407401203235525668,0.9999999999999999999999999999999999999984,1.81232510641911554179588785063583416303,88.53548430414686988876751901376482334405,0.6902763317242589569162147283027016583339,119.783340692478525610526423208346985508,89.46013997068723496111235975388514689661,0.6846029761726478154632982889592874909614,120.039569022598097850874868973563722032
2003,541.556294175756143033984223050905667712,0.638020617976144594388081511806972713945,677.227199698617912275714236584198899906,1233.238109070278438780609550585947077015,0.3165133698376112597114539260779619868992,765.05924543943492847851510289608759179,917.860785729454837194440144267009542625,0.2750346420160845589836445375706365184768,494.789284742457303661570497828852669286,208.117513791961232111519942271961111616,0.8848705537160845576940180599531889268886,360.947836947530896441347451572870494422,333.438780383794910922464280778944556096,0.5199677735054699190284617382564330975051,339.819743663620748947560636051101478148,315.377323340823601586169406318937534393,0.562639850796650818124442879476272136771,347.789946292291061751321740399260663243,1566.676889454073349703073831364891633114,0.3361002315509043525119216402532437729302,1032.058512009490682848219838748966389729,258.073647510634439126729643625367551082,0.3834184411515004858069551857499545123713,193.942383436386170263719655084204110188,659.78713821882039806771050064164199154,0.2992135312462587844114117616609731095758,386.937789414740693953883481483094499866,1774.794403246034581814593773636852744727,0.3879688837623882272169906853103985089261,1349.587406928792020516668075308256961323,94.15693877354644262377629906385552263857,0.8171395326712381355154824656304397488351,150.801139616453439382754012274098201849,338.669273058093454578233325151384642504,0.6475348670564887529327611695160250411117,429.828318903348857220143321433857075722,432.826211831639897202009624215240165141,0.6616924493735228428700313194361152005835,561.339759069484470500343971474565149387
2004,443.174617817240597970075183434723778787,0.5848378404218117645784367058382997199933,508.003161371433676324583746114140260859,1340.705030945402549277470326353157139472,0.286993758757970855169470772878304994946,754.156993384815710180215082566113926723,1138.689206455996892203867198043204987161,0.2675209425493779833530578364287307777852,597.061491172546638117875002411390670416,260.00944746800069813950827382126328845,0.6361491401750351177994439284603706147544,324.193381430543027578460132240087398212,183.165170349239899830566909613460490337,0.5961812167917791401643807088674847555666,214.031282900059364518022561963134505715,202.01582448940565707360312830995215231,0.6833370687143923887259902097243986727466,270.568006627402787322063588652716437713,1523.870201294642449108037235966617629806,0.3048022962060978084506178368738856636062,910.379107490324779680952309879402672172,436.839082426112723828991273215951184689,0.3307471585370137073738675105022715793999,283.187239090692083004105137394677238779,701.850124029884168374875924827253802474,0.312707660818228928327856056326560794921,430.168864639523089462784922982981787606,1783.879648762643147247545509787880918257,0.3303297943562158258571153275909947968773,1154.966451162724758957379080420142886955,193.656893091518040738600203461380521029,0.6048857604621095221705125504839616349825,229.594982210928974556556097244562270965,66.41418983914039906226182904262724369203,0.6306223394815335018824738544340343275176,82.08925267141364284337267507550626234869,260.071082930658439800862032504007764722,0.5750767360957018035723158710908839181875,293.139225868289777506603082448584914791
2005,449.006824267505040877549772273256457291,0.4472374294703222216766878270269552854318,393.592809484062033733640674911843176113,1395.604114463311007600469522714906294987,0.3608763750158361163071185347596298254743,987.135485418023164151746540458342235412,1016.139381782678710370072976700825305108,0.3512035750567656762718628757838478843267,699.468695930575011689382213322020745808,202.592667425247634066220442598352671082,0.5164914399440767503401915578529072711615,205.089261900332101009341710802705859117,246.414156842257406811329329674903786209,0.4478649695440861067171251556406674720954,216.306126944802970430612025630372876461,379.464732680632297230396546014080989876,0.4890312784391449324046751415563956425033,363.717441756940865389476108257325924466,1642.018271305568414411798852389810081196,0.3708266441412082491957406634211230005966,1193.452085326912239379721031598696517875,442.916251896913083979878935567346427753,0.6096117850190255289527290368053593056345,529.213655188314532694298584124518102013,573.223129885765626390194041133478877354,0.3434987156446035992247987352586999661211,385.926761431338952993362293662299645081,1844.610938730816048478019294988162752277,0.3753956412464109138936574844626856943424,1357.219456142197420958286247714549319488,93.48241792646113429886292551901387516902,0.574864933670938124524055963180475245724,105.329937402160234228532372868830552302,52.21664277514479665631728371245760461085,0.7404586877261485254192882088946103479041,75.78196290202762942025018667923654814053,145.699060701605930955180209231471479781,0.5194190419901104878489241911529080368813,148.330578395834731458616011578356304537
2006,1050.024908858376454831537820514636868889,0.4595350705211804437566838806607195684102,945.745610260810980735015806411248819073,3223.288188361108878099018077633607668563,0.3580798532015619018896031175656193377406,2262.221340176761580119257439046980568252,2460.257800452432855113878057328765074178,0.3035301019518042938652691584838841262052,1463.654109958135508241380531223008235899,379.434458551965433611187175189540189947,0.6446183110919930329566282283824643417144,479.397183690070668782743804439134952782,670.590450306411021220350645325096678942,0.3856117393564946534172990175846594026849,506.831597879479887940620391013516862433,763.030387908676022985140020304842594384,0.5800216928378686513688546165099830841793,867.445387471790666788249627167453424751,3893.878638667519899319368722958704347499,0.3337421020018852739981749687581668965973,2547.12043394590969301139848104671705567,1154.855454740081393831781147979575026814,0.3777147724799293323142020700731308260068,854.963692055336133681052392524003035413,1305.402345712351461282096909349190047364,0.2868546198385398011133266325322707128352,733.942959486683183318681843555500287831,4273.313097219485332930555898148244537446,0.3287143022284223518314706426888169854741,2753.21030059391971999350792982502932292,144.78749910155052314085361884196393327,0.5245120963217882020440080569840737425311,148.847877562888849883410338840854437325,14.24803956582194160134387476539776191376,0.9999999999999999999999999999999999999972,27.92615754901100553863399454017961335089,159.035538667372464742197493607361695184,0.4799337706920483320740149269401530338945,149.599990463479319655398582348325997138
2007,2617.695636212139751869364669869900419852,0.4543969402014906904590713160506785454608,2331.366859448237958697605959241226357518,4564.122033118182425836038346476111904147,0.3480210362467651633895620314924636940668,3113.284539864065655917168751814981601491,2217.012111923608630163813417322290507437,0.3070758971023192554256194484398317742912,1334.350326985073106526352053101278513007,711.038883542166238904857472651722737579,0.4674668127868591455413238852535811863275,651.478678087687008546038649575554591186,1906.656752669973512964507197218177682275,0.4936946203880029686413640319012121729139,1844.960116170465076653895121584246315903,2347.109921194573795672224929153821396711,0.4149094721581820015364084660108165553122,1908.72275146014262525631997805164208757,6470.778785788155938800545543694289586425,0.3845847746315652152656764889840973739816,4877.583482005180274351140752373235858601,1135.625021878929881075043512960600871841,0.3995423197259086382781718336324466279299,889.311300937375054493745560086929326659,1081.387090044678749088769904361689635595,0.2597789529019309885657295387662784705666,550.606347629606699291885925874035212898,7181.817669330322177705403016346012324006,0.3773185834908007422834884241634078498017,5311.27320896660548551145272642385113969,247.178968114229404567662268041828192967,0.5802641711358774377586671760354469810833,281.121034147848615056923049868657396021,47.49007102581103818931132432990227187106,0.502020708195001066021250514543672856152,46.72835821367277395728348041886280759406,294.669039140040442756973592371730464838,0.4917625423181167035137966424716125125969,284.018103826688133924693515561239545716
2008,1971.643232257897948497041806653506223944,0.4474522144097266020900601939864752297271,1729.143615387504782730784381218509023002,3655.211585476752557870476915651771989102,0.287362423214846981125938538533518954667,2058.726098788541503445993660811157443705,2701.033283660372133689299596790194374256,0.292488748332306774353654230155146469356,1548.442814909776610603341408728218092934,972.377950462188322172042198391227728173,0.5458556415822866413026165131019825329292,1040.32486041961321767803716311419371018,999.26528179570962632499960826227849577,0.3703406714760096350686918899184578473091,725.334407868058696515147890114853467388,954.178301816380424181177318861577614847,0.3363942591107873570194793066237501612597,629.121001682256656514685102519161132718,4654.476867272462184195476523914050484873,0.2840335092092474938711610285675341080915,2591.173700363538133489605674097759498405,880.591651818366649437061715405375633004,0.4690247118701138006648429008747218798434,809.517721707900502833667726059288006313,1820.441631842005484252237881384818741256,0.2558469822130955129102072857948969228124,912.878815691645888578346954792171942823,5626.854817734650506367518722305278213046,0.297685045010172854030000935417061937439,3283.05983817877291724197504280754098567,214.110578154846561163531803585962548365,0.6665047558905947808989586905836370808135,279.703208508312640591680158520891246112,40.31413091340712623922153518870357950459,0.5734093305658481746727242043596982385347,45.30833768602546150325516846236886113969,254.424709068253687402753338774666127868,0.5736949583811397456799969154932633473322,286.085858844888958984224277505685966438
2009,1890.692478080036992344282400411795773219,0.2540818488910685715172744405859693983166,941.565655409423395627085553495835506228,5078.510250174559336001610092312675839539,0.2642577447730347196750700021206967183516,2630.389904415024031715703789305767767913,2570.885241637844074482963968700529681388,0.2383219573705756357138877871469843918437,1200.888869806022383003698447739763254407,667.728009937305803515685620193909986271,0.3694610952801794064606044222089703090241,483.531062925355381195505341968108180946,1222.964468142731188828596780217885786954,0.2412842156782249613015549949712867116591,578.360764096386606586338565740644742302,2507.625008536715261518646123612146158157,0.3485081394310425301239612012276858143888,1712.898343187130243403232564608436442617,6301.474718317290524830206872530561626494,0.2561058847521393089831626075376765359317,3163.135725636659544210740423686607579878,968.929791270291277187090556262275029247,0.3378679935548860966718634341275841863085,641.645914365213892184301981599289720586,1601.955450367552797295873412438254652138,0.2766854795187823835148504352686226063217,868.746111427239743663611398939738689281,6969.202728254596328345892492724471612764,0.2520405186438955827032582593839109151088,3442.782081520931470481101613878923875343,218.174706465962017368530247687532980757,0.4233596075297905440621577902063232760215,181.038061880619592578972594967852073111,191.687703039988014699015762963697572747,0.5079851068737584856668128835515074634211,190.854016697701038388966315879955441806,409.8624095059500320675460106512305535,0.4061202764335990615872540122095090237614,326.248732694662917342016721934340576893
2010,3973.88096399071218189032348353549312415,0.7540369630477166631098336888634796904931,5873.048141857351053552537781718583271258,8141.490535912270656723199110742552229864,0.3731971652835218457230418801922088662224,5955.22713080275782210140849620264404004,4317.37768635446711011554906269397418353,0.2558093299334704602301052582920675519557,2164.673966311464317981049557895850326151,984.464152810764635877102821520325161214,0.7936192352547604736377821950315654589963,1531.327788655233180521083432070388238921,2989.416811179947546013220662015167962933,0.7426247867174734256073088819736960807132,4351.229442751790624911909660186244909618,3824.112849557803546607650048048578046333,0.5419927779990216809765955812686243412628,4062.377431558634074373299490902219936158,11130.9073470922182027364197727577201928,0.4661513311054146397400779008044803770129,10169.8270614658310825269677947919238555,2938.11803623783910548493212753817057447,0.2901386051397468703425444108193326767857,1670.824478789158617620490454070963793317,1379.259650116628004630616935155803609054,0.2900747862467395890051186254571859663293,784.173358445214057264469302957844997501,12115.371499902982838613522594278045354,0.4910032372141517510295006059228876374175,11659.4257879486980503519654183663038259,112.388304351090756197869548397255497138,0.7678822434274533351223207118282646112355,169.149927229041050383228689610718671969,455.874897338546903937597326052284612525,0.9577397271097165475844479171062853572896,855.754619555452318111767770050853711835,568.263201689637660135466874449540109662,0.783916630834994833416451969957096274117,873.123110012253879856597595442506949816
2011,1699.428791232034560060491049695601630681,0.6196952691426974363764802928117187914923,2064.130845055913874657262449304542788056,9516.33626402660506147905339673485799022,0.5450855707610375718155503360756661210029,10166.9464647005678377902858631390576903,5700.785031840307842481674946969283674507,0.4926055209921671212026252757410588967056,5504.146834121124035669885429914622471853,284.524111876149570471408596004086801526,0.5268037194750485419171665151369142268745,293.781186416713234198799201877004251366,1414.904679355884989589082453691514829156,0.659214971679338871266299032693050836107,1828.143642335885389032094552045976562817,3815.551232186297218997378449765574315713,0.6305315060088399079063023910492547020838,4715.417518781249127942175273029627108635,10931.2409433824900510681358504263728194,0.5582030231387020880896186490564825631289,11959.6294128571809226218223381533298305,3934.022670985554886911393984975879448604,0.5826601072441552790590361736948366910008,4492.708219899667953485588696908687674818,1766.76236085475295557028096199340422591,0.3318489902340515288652301706062632348495,1149.144678649030323942017609922302027115,11215.7650552586396215395444464304596209,0.5543929157728097691932770443743593323109,12187.1637555509471607045022987696597435,122.250909624456697847606211064932240792,0.5973091709752982478509273354032820840756,143.122315378370266100529912309826392216,32.38414630999856471957562957792926007338,0.7226028176876308431556888819951694886456,45.865715729146373690113591039773697278,154.635055934455262567181840642861500866,0.4907788404621356522416539294595320321779,148.747562354766506767489651629686081652
2012,907.032848137620365999826744950663181185,0.4372399633440291391556812660245650547322,777.318378172186016230303147668056716782,5652.410826521199146365185530761366198664,0.3310554903970390462814957218822662424104,3667.672810675036429779744733778860496293,3312.504200304800754633368386853885266879,0.2949783483850602163583852562844800458487,1915.14935532799022197152849268603595828,359.21963175104403561108492072486669875,0.4606134985550461873869148459470810480026,324.304366207787341048301576185550432298,547.813216386576330388741824225796482436,0.4459453386626626670149665228095207099559,478.817710598572803136974243492305895254,2339.906626216398391731817143907480931796,0.4185524039089672397347656244827131653068,1919.572144917773831782042225947878790901,6200.224042907775476753927354987162681093,0.3393044283642408279561216948368226797647,4123.376410233728109437413966683536417747,1446.358300655182909755224682733450409784,0.3074114168224545392420866386997435671897,871.4690266971618133115122325442084497,1866.145899649617844878143704120434857089,0.3165975688727697088738210797277696146078,1158.001819782275083727343155779561916829,6559.443674658819512365012275712029379852,0.3420006905748652760058245535113170312571,4396.935162379686445131732089472829490787,51.9168152594734837240186746693020521634,0.5910187571508787921828000899816089089,60.14027079457616252249809796111479836022,74.47580856514396561953524399194609445244,0.4365585983373891453935890436411878308597,63.72558701059622257849733955076878055737,126.392623824617449343553918661248146616,0.4186084292986998371404788685476992072823,103.70167475896249476981192817656236758
2013,445.607734490492271615745920106418832008,0.3663491770282545532267966259310147233142,319.966132543712938748096787230407412017,2022.474208597864711557479869120960688012,0.2169626554908108072642260302987339935221,860.050694919774758120896746514974148633,1485.356902485158660996851425860683518509,0.2409615865634078070916336463585449058757,701.511353438036381282323945041602105956,180.522453047871101046635877836776488859,0.5091126765760947442006549082476737442019,180.136287736436735585294171816290899,265.085281442621170569110042269642343148,0.3456367776143601148571897524157767776278,179.581516042813698931766782119986293544,537.117306112706050560628443260277169501,0.262083477333355411053398270339896240244,275.908359791006939307006254289732872939,2287.559490040485882126589911390603031166,0.2165822863740316094116171792283767199009,971.07193455638115626927457412396444482,866.443408644781750444376773313012149252,0.2613534215455439559641646484962623427035,443.837980872799392134385114582672064158,618.91349384037691055247465254767136926,0.347415026785299689320380082630935363492,421.438902159062398970516166530548065573,2468.081943088356983173225789227379520025,0.2269058293716036249439088280770224060715,1097.64347329694361012119480432216230951,85.39815236914502024915172969199288884555,0.7785829384996268743419135395293347472534,130.319507051455292618591923522770757776,27.24146868501529954666014886862847631185,0.7188957193674393205340878063197617268409,38.38419944480170427363577679595868279143,112.639621054160319795811878560621365157,0.6106603605751320555218278958511693909762,134.817721151640363261637007614910964245
2014,796.478761937784541778492002821461594174,0.4693762291595265938529038423968092388156,732.74246785265094621308457702822089327,5471.667298173960965625303527462804203272,0.4429308760563174268243670499353822322304,4750.197964143036068990174948041424192755,3568.393627593934563164386046945479071264,0.3534808799704548544259769537453961925663,2472.26348234322042319988422133972570346,238.921376456163381876733231007381343248,0.4180357166452617143318992333576514275008,195.76023090430025308018679654317239924,557.557385481621159901758771814080250926,0.5221481474711411854593745035340077410341,570.610009638639619962023582540962235948,1903.273670580026402460917480517325132009,0.6377831393077459512616844589983227410668,2379.196678905239673619603951845032163055,6029.224683655582125527062299276884454203,0.4487141374899495950081145356342194418818,5302.580773172872312090623485589500862678,1583.768095582740784848869283311815377596,0.4926914009964135944012537732291380489141,1529.40548685752157052615416378463536064,1984.625532011193778315516763633663693671,0.2820510868534893469378102431032051699652,1097.140945069845768382838588063725930369,6268.146060111745507403795530284265797454,0.4425955596372460198851136022987459254323,5437.537082191787198992579265157246183033,40.35397350202813046824581252177109458039,0.5421815218325665805213568418110568948099,42.88319038002852905854220289795193311813,61.76145463184285815259592558202682276651,0.6178385518708902941870172516278922798555,74.79087107470786341550661311840347632173,102.115428133870988620841738103797917347,0.5474542505905462884333597762555198854185,109.570909358211812346907995319477966366
