"SURVEY_YEAR","BIOMASS_MALE_LE112","CV_BIOMASS_MALE_LE112","CI_BIOMASS_MALE_LE112","BIOMASS_MALE_GE113","CV_BIOMASS_MALE_GE113","CI_BIOMASS_MALE_GE113","BIOMASS_MALE_GE120","CV_BIOMASS_MALE_GE120","CI_BIOMASS_MALE_GE120","BIOMASS_MALE_GE125","CV_BIOMASS_MALE_GE125","CI_BIOMASS_MALE_GE125","BIOMASS_MALE_113TO124","CV_BIOMASS_MALE_113TO124","CI_BIOMASS_MALE_113TO124","BIOMASS_MALE_TOTAL","CV_BIOMASS_MALE_TOTAL","CI_BIOMASS_MALE_TOTAL","BIOMASS_FEMALE_IMMATURE","CV_BIOMASS_FEMALE_IMMATURE","CI_BIOMASS_FEMALE_IMMATURE","BIOMASS_FEMALE_MATURE","CV_BIOMASS_FEMALE_MATURE","CI_BIOMASS_FEMALE_MATURE","BIOMASS_FEMALE_TOTAL","CV_BIOMASS_FEMALE_TOTAL","CI_BIOMASS_FEMALE_TOTAL","GTOTAL_MT","CV_GTOTAL_MT","CI_GTOTAL_MT","SPECIES_CODE","SURVEY_REGION"
1985,1735.257338176491047983952580953281547639,0.2638153523732620083722216329998431790661,897.263551213466539556690424400014046222,6495.449515771748299196834519786177799893,0.2362256717864812241850921703687615705617,3007.408173819976606770319111724038617781,5971.020215780915442647398144428430263858,0.2448887925433633007656184701924311890399,2865.982424553417906666479726385901905842,5100.875217996830344550559005463359633459,0.2596540297394945186033134695777960040791,2595.947098880351161081091151718294400497,1394.574297774917954646275514322818166429,0.1936472717343750407047403624427201034124,529.308795670189790086370483193218558936,8230.706853948239347180787100739459347527,0.2063225679424360117633854971923193971191,3328.433925212498362591798095262496631219,324.098914290198483725482625730371957535,0.3028108775890736943891678630136802650996,192.355726257286721092881059179775546381,2836.374925340795143311236632860829728465,0.4227455717178971516852501510129385901373,2350.167281262224493234842631125399822194,3160.473839630993627036719258591201686006,0.3807445578409931210162311954113817753275,2358.533100691123801743586368761533260472,11391.1806935792329742175063593306610335,0.2341241549380316487026442117717191926691,5227.223085116091951101853762943079189587,68580,"EBS"
1986,4582.800049324381077727896411391107351848,0.2298992808123639363712685662298604163503,2065.021573475220720418256140078657534476,5042.625995359976301267644475533403324218,0.3114074603058032882602762168247607108681,3077.81025479466428831213087715527896568,4004.980178342078548882753124358010318695,0.3641545568147355908880692626587954131106,2858.526292516082231476840819009681647906,3279.932807872845733180511782610231220068,0.4273319632322642807007725422303015472506,2747.175447074103861610361901334923601517,1762.693187487130568087132692923172104135,0.2872194025414143273053097421268545113999,992.308180980794746789370970070708594478,9625.426044684357378995540886924510676061,0.2170528273017665556581674214074159039714,4094.882836486287521830773636721021959043,1498.59024008218616293909107338856258953,0.2095661722679601186270663559875606280974,615.545488007808390606028078978980663472,2005.689595681150793854178627503568171776,0.2543773509639507483378985027439731385192,999.995932162443998339553083183605577154,3504.279835763336956793269700892130761311,0.17310701070597125865662904767146997503,1188.966197810558222121666021322089705074,13129.7058804476943357888105878166414374,0.1913215617166864127615267929336547103586,4923.511834498907571802072243906862679338,68580,"EBS"
1987,17777.7153464644064547679886263621729466,0.2588713624138802961089992010395818109791,9020.197128996962195398994212458834285646,11084.9782853952877833169730015089289504,0.2118902623672045638747290204644704191843,4603.645956165258920890827506304190195921,9840.149038429449284165016384359576683711,0.226695186252839814230381188921958126349,4372.200261284034552125157723928842445088,8384.592248282104953869246045391988574284,0.2425737734089588852991452221227257917683,3986.409073116141074511220660416315022323,2700.386037113182829447726956116940376057,0.194358647092190943101254350415112451054,1028.69301852792382674426964549479434237,28862.693631859694238084961627871101897,0.1961391117057672855209862257755166221157,11095.7620571617866182637057433422469061,11911.5679854577340416444286932076425756,0.3631990933500604062844787120475236920449,8479.490557683874863580609257675434788477,3096.940132104423652681212419591192554934,0.2348475865744271266603742927798747934926,1425.525474948814375903761280040330116582,15008.5081175621576943256411127988351306,0.2996621628688695701492996273022250142922,8815.064727729578187879923127891380030229,43871.2017494218519324106027406699370279,0.2236350324305366090046843394652926813942,19229.8297469571977342183181915766504985,68580,"EBS"
1988,26459.5843279339077256706335643813733949,0.2097282201226234786081611504297127243733,10876.6701915128003948221241019840508013,31670.3583719058421549043704782578704724,0.4704263424013513503441912402769096119591,29201.1988688139367039474669428478808117,22482.1607188296389593892254616024450815,0.5373439163216289530562979543185888550856,23678.0784845352856215001513895550477276,18413.0640572380644184257619175593201421,0.5761024700387406975547741036087025173238,20791.3109013385542609377796769695836805,13257.2943146677777364786085606985503304,0.3389692691475155655189473541721975259717,8807.878114844241735925223956009219320559,58129.9426998397498805750040426392438672,0.3136898677418210236473836362063552405083,35740.1571132106366926390468323782894821,3703.357923088746222052088416437574903389,0.2168461012272923545643228171839559233334,1573.995105059154977232963813939945357385,19181.8097443978714341722217091859526926,0.29656343302482793882803112120736145509,11149.7017648783509359369548556238284546,22885.167667486617656224310125623527596,0.2588542264240697598671459635931779990761,11610.8878513786674186193894389664455868,81015.1103673263675367993141682627714622,0.2738406703140789577605568218634760858574,43483.0549719731704430606533674202389864,68580,"EBS"
1989,27575.4808258400866569292798364073547691,0.1906368825679384100411367654604982109269,10303.5312519022232189791759030233021308,60142.3598515839936233997897226274545009,0.1749596553505840932686934000589581118083,20624.0736411437251900193717691921522923,49412.6352975144918498229011983978849942,0.1834608045583318437181532052741513284391,17767.9523809776938643056806228811416298,41103.5715003696839640267145151491592523,0.1936431325523690864131368616633596459417,15600.4717150668593172962973187789648607,19038.7883512143096593730752074782952496,0.2041641777148145746116697258491963026411,7618.595594087637362102890704547742707605,87717.8406774240802803290695590348092706,0.1578128629515695314634348262282123623245,27132.2869956985174042680127864140381783,6666.262319752109125959740019677615420117,0.284867054743179734731877286373448778353,3722.037085819511982912488992229285842509,12308.9518560756163660338163566819593435,0.1988464573301810468341889412015390680216,4797.27928125564998158553023502743321939,18975.2141758277254919935563763595747637,0.1680301859247553032606191537739387295376,6249.281181215714957017255797278427744293,106693.0548532518057723226259353943840343,0.1430491570198210694939048420426334221219,29914.2090509893119592747101503067824568,68580,"EBS"
1990,23937.5732429167147272521055107238528734,0.1725430990269694862062554915998886105194,8095.315618215111066277178189527074507985,52941.8716952601549532273498564219739752,0.1745390830699536898078539071861864947621,18111.2344537277706382876126181946537224,47566.7371413719074580825359356720566338,0.185697405206640791069513725799186622798,17312.7185361462547108553768442277572434,42986.8974892068302642165681292794449439,0.1944931453957780156990349231952699690475,16386.8875308241495672933434919988685341,9954.974206053324689010781727142529031968,0.1741881456709600833151146628324359893658,3398.715454423146773855498415312671602056,76879.4449381768696804794553671458268497,0.1443571729913335477537868719397468905168,21752.2746915394772598710382207995896317,5990.435284602804273930519997170602506116,0.2776159572504268500443718187507696073686,3259.559234728211795732957419603614980597,19031.6362503568333948421555138319367877,0.241177084425819411670389384640496976587,8996.389303719038570231561757083803430951,25022.0715349596376687726755110025392938,0.1993389474925927948028885391830806317673,9776.231871571911218734171915434694930957,101901.5164731365073492521308781483661423,0.1325187536489859458222668973641567253016,26467.5694376048536034104685797871431408,68580,"EBS"
1991,25932.0513588813917429601467614708847756,0.1882211257917060450533531270997723107561,9566.681405679712389096732414598745736119,63892.9590719602602294142943929353843,0.3221968654676803086068738201221600253538,40348.7778313431527714811105463715474744,54968.321954338174483658048088593403762,0.3183451443549389304801451324104640479789,34297.8408395049881714983066081815331991,47449.3946574612568449840499192324939676,0.3017790340775438061240978997871711363504,28065.695675093938260533147144741834268,16443.564414499003384430244473702890331,0.3955397943140275634521703844028393234586,12748.0048091487818036960857570927977178,89825.010430841651972374441154406269075,0.2623848994881379766340438253429958180265,46194.7036134979710739907857065212060325,3633.062712297038604353335097895581916396,0.2358863943482369674206710231065590435303,1679.70052474375828389271332782204243718,27708.3826814038970629108892931938629086,0.3283023433494441984559995154980690113944,17829.5848508669888029315036424418325498,31341.445393700935667264224391089444825,0.2906679347583903234935691136056527058008,17855.5082816626363305047559391537788031,121166.4558245425876396386655454957138999,0.2269541158417758889289132893783709517198,53898.4826686276922625633695220519832544,68580,"EBS"
1992,15380.8598108449680801710057432154278313,0.3298900905026124368690630844285657324207,9945.026740614976216302534131285756214086,74537.5970133588742323181196582159360954,0.3247889268069661205964708523119723316962,47449.6128358483457532764798215634206976,66517.380109452926580006872386319891992,0.3312982952106880715495014171342072485168,43192.7054790004495370644266806108689512,57665.2749950619294242082770206304761339,0.331366368394201421404449622857868642531,37452.3322048305807999240503425682788249,16872.3220182969448081098426375854599604,0.3679853142212635254504036079606098274815,12169.1827703088750882014099560921971394,89918.4568242038423124891254014313639258,0.3180133140140221235332865017698577721405,56046.722233555980949085547980498604427,345.558113120628443891627375879135142792,0.2913412950836469527914906408537938887863,197.323682478321519854993124840053681358,11012.6832357168024729236148228537284034,0.224564486750487591153520712446336160175,4847.192814805907697106748056657902921049,11358.2413488374309168152421987328635462,0.2187718636897516843598281191914288912994,4870.332711121400945161803899125167418845,101276.6981730412732293043676001642274719,0.2911251846208764088436044048887835531468,57789.0270087020576525943699162827644982,68580,"EBS"
1993,8056.376984898269165098721037961980184678,0.2225659648833307978944883914495130239446,3514.427621531175552586479406935962155258,45337.3715360832828073669223203083620881,0.1975182125774740100894198605799433400292,17551.7149139853138120724831910761001548,40825.7454157782483499063976873986981647,0.2015395816266812121450969381415176433807,16126.8871553589593070726031095183932808,34932.0250648592393773587073044937547766,0.1972240160462106023567887437381009381701,13503.2911729601219856153186638124672743,10405.3464712240434300082150158146073115,0.2379497352206299200016235775930640043678,4852.860897905086957895194096418019655562,53393.7485209815519724656433582703422728,0.1873907293381650480047880902250997266714,19610.7672157927965287930675251720078252,153.170965453349767309135847056509942718,0.3540418830040378677303860841695074506551,106.288716580074753373773943805974251436,5171.372256393723812009259806011917223252,0.2137824220978168306456997301422589437047,2166.875033620952912426296538188210217315,5324.543221847073579318395653068427165979,0.2103182275647335781739411294838433770391,2194.903046300957351266331409598081993693,58718.2917428286255517840390113387694388,0.1773326435253983561301495603859941843004,20408.8330001806860263514673687893341921,68580,"EBS"
1994,3217.216470343858904140381338352837026382,0.1870096560364921002036752023414616124476,1179.235069207326792729522796211725197601,29086.1063678944973950424630601587050491,0.1716517646337918407982523257106829864393,9785.655709375510267015569601276662911962,26534.4453537108235335988929560884847228,0.1769375087658569057822781191506187401256,9202.079768443945372453133544449756475351,23912.0681387936580869083532183598610806,0.1819015710938908368063613554635918011316,8525.299814599443614808402408149704435117,5174.038229100839308134109841798843968404,0.181966911024502469968035358303287634953,1845.347357981446835351880559075784795508,32303.3228382383562991828443985115420754,0.1636012831038207992143553796485281298733,10358.3355271113965556172726538459692791,64.814132321156715605768553691964882065,0.3268569320681902838041828720991517737679,41.52249895250383298993515596320679488554,5267.513087887405886912287233173711407091,0.2998488123760862157691790130896360308651,3095.736785413917445033679918465863533895,5332.32722020856260251805578686567628916,0.2976775158438818770485044067589024967832,3111.135284333658121697248472493657934522,37635.6500584469189017009001853772183646,0.1773510022119168654720141914948130745395,13082.4517032545952979775021005735056301,68580,"EBS"
1995,1984.701146121262312364837981019575623536,0.1830678499815343955754245141464540765774,712.136544485560984108949671687440787003,17687.2759593907622088559453653855963861,0.2403360915497352520163706683637788597429,8331.745917513476490099247361164384245017,16321.0984402387643921957429676144566714,0.2500455659308013015736911686475595333734,7998.795860359567687324695698200780583063,14757.0790521670977972963725215734243018,0.2594073219955743289906940595586970155397,7503.064940503324111964456294005526805804,2930.196907223664411559572843812172084275,0.1983700596196188195217016795929901339501,1139.276136959034728909188176978064821184,19671.9771055120245212207833464051720096,0.224364854723698168775391096371656215262,8650.85255939599869742123973376689054242,250.075454853339616564920060621462718578,0.2506407781996110253205579821204395387369,122.851048961602961275873229237548199909,5731.654736160005855024952193022701059783,0.3064238234173981942496990750796285858242,3442.378495174671834640700815716433182596,5981.730191013345471589872253644163778357,0.2965849270190086042567295323741538326452,3477.218383812223190789982680644548431676,25653.707296525369992810655600049335788,0.2318152512096948217855986261530704651482,11655.9643787518589187746950712136675303,68580,"EBS"
1996,3434.585891512962329800067107461510521528,0.2083124151473451734670060693513092110742,1402.315088900443167766095636394785704304,16544.7805243315420585328985877319294769,0.328188175428612847513808400066809250712,10642.4106129685460552947788829087158029,15562.2103142528263382912954336735266437,0.335026076161846314528770412101813570778,10218.9426656594938240088136753502682031,14241.9766318867006518304014876298335741,0.3463143285832049416920845423111552553178,9667.113126940293028728429772264040814,2302.803892444841406702497100102095902802,0.2742247749383123128921461617800190768508,1237.712323100202129804549339397145890972,19979.3664158445043883329656951934399985,0.2772744195391896909882779051362944188407,10857.9437623995688749367485073263775788,1014.741861086100151163820582973625919225,0.280030832207831053807519559813973898918,556.951655358685281823802199826742473216,5533.398600922571726094669291426736675331,0.3581785291599490262616469733246429111189,3884.611361382966343694021029090617579766,6548.140462008671877258489874400362594547,0.3079276080200324344561432529228239793539,3952.052329713219986030334016824265537737,26527.506877853176265591455569593802593,0.2790019045315814127805871378458104046952,14506.4008851354959406781764748904774129,68580,"EBS"
1997,3301.053838693516374410019475902884218647,0.2167116857719025295418506594872543418221,1402.138806725880603017101582776910418979,5786.587252616843087210010474135432021424,0.1775479569768638852075120898963099283798,2013.697619358149124101222555525675037736,5026.166370612273276579835631153328666869,0.1904752323624733315916017086090799791613,1876.426006376251127631150583034678669084,4560.527345935923187279112227438083523894,0.2031927866783505388821071124496516756432,1816.265869881342697510625106613423293251,1226.059906680919899930898246697348497539,0.1897507505574906033493914584992406257412,455.985743541456820086920725664970064579,9087.641091310359461620029950038316240075,0.1556934554242009666350905868144466373024,2773.177036595690295386845271461916831721,967.001641920369520433359083691118276641,0.3733208164069137075131193049088472865631,707.563611159935224162611248625177016276,1946.644615218703395188479452438439562828,0.2246129172243312549565538089845055839496,856.993390613685232393534638942952515816,2913.646257139072915621838536129557839474,0.2342318493848024054584837182850506452373,1337.638752475073471645328653588769504489,12001.2873484494323772418684861678740795,0.1590214504149289757812482411638679616107,3740.585757153661077474867776330451359936,68580,"EBS"
1998,3174.671526208562297684742144269949708701,0.1378135413385142396329262272850387351144,857.524942202161673381973687621634253677,5228.971134135433806214437598911689784711,0.1541916844542827353217404591520208192024,1580.277179584920915473036119875041991347,4259.156286740017405263911932586717867642,0.159332497358150405578223772516432527542,1330.099135297708888461432070472085825954,3604.558527966562073638741624464254173767,0.1637383479327280928955026381969698493966,1156.800738456299447592704302334924702602,1624.412606168871732575695974447435610968,0.1660679009546766671568933284089816364412,528.735071909929558408572092551838681192,8403.642660343996103899179743181639493412,0.1273512373572259362620152863857742772071,2097.62001056144461874677446453364785825,550.10163828444119282150170402831260666,0.2114159967189481068513153187764503822377,227.948560863077539108216063976585686958,1201.532742076352372419549406994797959259,0.2091004875989631541301454809794577479491,492.432521179197645952806354236003506693,1751.634380360793565241051111023110565923,0.185242801988428607929959909359893375069,635.976214927504712668999051828196438927,10155.2770407047896691402308542047500593,0.1286715541774059030354065417188132965708,2561.122748662040766466671769399335468965,68580,"EBS"
1999,8469.544470242976770755822625225542968089,0.4680810130104043953569007947039697808691,7770.288592521282767818145514803061733398,6364.995620583302772688147955337971465237,0.2410046632107412259515544397916518103669,3006.627506717982587696679050507930050201,4497.520483028589233609020669663477544911,0.2429937132225839549949044885981565522067,2142.023636832862708426770774178142253119,3483.150012586000704439103949613216352586,0.2523661876492225338655208072461876789232,1722.897407785874149352292823346971257363,2881.845607997302068249044005724755112645,0.2719897328231943763996033063215735350764,1536.311537235489395065900698490458412928,14834.5400908262795434439705805635144333,0.3551831501645836350989610361030316416169,10327.198214176873744213285954492387066,1088.539963796014921304665409730316013808,0.3938218408226702359859822922978178022493,840.23399220833124334892154682272425771,2271.678879160681238369906742032872544214,0.3338111174628304300680587922419489104177,1486.290863731900792988144745086692453988,3360.218842956696159674572151763188558031,0.3422911882047276230007431697828440625499,2254.339668751782651960522653858741927893,18194.7589337829757031185427323267029913,0.3492951543276964958684062030099330848053,12456.4686142726797312774144492708208864,68580,"EBS"
