SURVEY_YEAR,BIOMASS_MALE_GE25,CV_BIOMASS_MALE_GE25,CI_BIOMASS_MALE_GE25,BIOMASS_MALE_LE94,CV_BIOMASS_MALE_LE94,CI_BIOMASS_MALE_LE94,BIOMASS_MALE_GE95,CV_BIOMASS_MALE_GE95,CI_BIOMASS_MALE_GE95,BIOMASS_MALE_GE78,CV_BIOMASS_MALE_GE78,CI_BIOMASS_MALE_GE78,BIOMASS_MALE_GE102,CV_BIOMASS_MALE_GE102,CI_BIOMASS_MALE_GE102,BIOMASS_MALE_95TO101,CV_BIOMASS_MALE_95TO101,CI_BIOMASS_MALE_95TO101,BIOMASS_MALE_TOTAL,CV_BIOMASS_MALE_TOTAL,CI_BIOMASS_MALE_TOTAL,BIOMASS_FEMALE_IMMATURE,CV_BIOMASS_FEMALE_IMMATURE,CI_BIOMASS_FEMALE_IMMATURE,BIOMASS_FEMALE_MATURE,CV_BIOMASS_FEMALE_MATURE,CI_BIOMASS_FEMALE_MATURE,BIOMASS_FEMALE_TOTAL,CV_BIOMASS_FEMALE_TOTAL,CI_BIOMASS_FEMALE_TOTAL
1990,648719.7318,0.118652214,150865.1836,303531.959,0.109185525,64956.9409,345194.1905,0.149329779,101033.6338,517712.597,0.13817923,140212.7713,223647.9397,0.146620642,64271.15302,121546.2508,0.16776665,39967.15824,648726.1495,0.118650878,150864.9769,37659.45268,0.43243636,31919.22063,175782.1672,0.209841291,72297.25941,213441.6198,0.188499763,78858.04151
1991,635772.369,0.128220056,159776.7862,289672.9957,0.170941297,97053.47234,346760.1364,0.154187146,104793.2734,475849.6498,0.145842174,136021.9368,277482.7602,0.171386261,93211.19644,69277.37618,0.190053187,25806.11676,636433.1321,0.12815067,159856.2907,67695.37309,0.187171034,24834.40148,199506.6946,0.241463151,94420.08978,267202.0677,0.192171965,100643.5428
1992,343668.8976,0.09304612,62675.03274,177163.5541,0.146924639,51018.1949,166815.8271,0.109578392,35827.64393,223979.9073,0.093066771,40856.36979,139153.3193,0.116340486,31730.76313,27662.50775,0.098845015,5359.229933,343979.3812,0.093127759,62786.69699,48264.76033,0.168934394,15981.01293,123328.4294,0.202706867,48999.05824,171593.1897,0.153715383,51697.96531
1993,367525.413,0.129459404,93256.05687,268412.3262,0.167033382,87874.28442,99248.42517,0.114222748,22219.39852,143361.1667,0.10450097,29363.50675,77497.27357,0.113295716,17209.01384,21751.1516,0.130347403,5557.004007,367660.7514,0.129433912,93272.02804,73082.06016,0.225802311,32344.11218,126075.9848,0.166449446,41131.14461,199158.045,0.151048851,58961.88391
1994,343458.0137,0.095327125,64172.09574,285636.4037,0.112325682,62885.23545,57896.1757,0.107400082,12187.38591,110289.079,0.083631737,18078.38778,44995.22592,0.11539479,10176.74075,12900.94977,0.1167262,2951.522531,343532.5794,0.095335443,64191.62786,66552.98387,0.205246193,26773.10326,120904.0192,0.140022842,33181.47567,187457.0031,0.126260177,46389.97477
1995,426020.0161,0.089424637,74669.50338,364040.1557,0.097091841,69276.84443,61985.73665,0.163525854,19867.09019,157925.9789,0.12626144,39082.32446,38388.73099,0.151544923,11402.52984,23597.00566,0.215414599,9962.953448,426025.8923,0.089423384,74669.48646,30367.47975,0.196665922,11705.60685,163589.6164,0.136905919,43896.91806,193957.0962,0.123123774,46806.2301
1996,481014.856,0.093285645,87948.69063,338058.5736,0.08883716,58863.0406,142958.7193,0.184014375,51560.66039,310242.4734,0.12445743,75679.48255,88615.05747,0.212027106,36826.03654,54343.66185,0.16482978,17556.60949,481017.2929,0.09328513,87948.6512,9113.410519,0.354031504,6323.811487,103677.861,0.151345284,30754.66435,112791.2716,0.143544481,31733.50647
1997,440369.6502,0.082761938,71433.85728,209139.4476,0.085275852,34955.70724,231231.1458,0.124664928,56499.77178,361625.9865,0.094403124,66911.70101,170624.953,0.147322012,49268.15016,60606.19271,0.105358506,12515.34069,440370.5933,0.082761713,71433.816,5366.554413,0.48347299,5085.384852,100920.6009,0.196844424,38936.68872,106287.1553,0.190403776,39665.45238
1998,264093.6022,0.080940002,41896.44403,100540.7959,0.107957112,21274.02416,163578.1247,0.099593407,31930.95326,219158.369,0.088967529,38216.03786,126983.6694,0.107302657,26706.34284,36594.45537,0.102244292,7333.485398,264118.9206,0.080934522,41897.6238,13143.96116,0.479049653,12341.35566,69989.97047,0.280297834,38451.3528,83133.93163,0.252027086,41065.92499
1999,112719.2165,0.074522032,16464.12753,44585.42995,0.078422782,6853.166349,68144.23786,0.103469448,13819.65946,88405.6997,0.088421491,15321.24906,52483.71567,0.119838303,12327.53644,15660.52219,0.087207604,2676.804562,112729.6678,0.074517516,16464.65627,6064.62044,0.187656523,2230.60855,29783.65181,0.239131512,13959.531,35848.27225,0.202348869,14217.56043
2000,132844.0857,0.111783457,29105.55142,77571.98005,0.125819894,19129.79271,55284.19202,0.152712863,16547.51015,78670.1875,0.137303476,21171.31284,42073.25727,0.147521294,12165.13467,13210.93476,0.186401272,4826.568693,132856.1721,0.11177425,29105.80195,12247.21387,0.211655029,5080.681433,93933.30944,0.543309968,100028.4105,106180.5233,0.48202458,100315.9793
2001,223575.5995,0.143638094,62943.38694,166089.9442,0.173606075,56515.07755,57508.24049,0.102559682,11560.13268,107184.7187,0.115464712,24257.06326,40775.15828,0.095206896,7608.869444,16733.08221,0.148238256,4861.74653,223598.1847,0.143631552,62946.87836,16771.25392,0.326437078,10730.52789,74314.14156,0.298264286,43443.89851,91085.39548,0.264557601,47230.77413
2002,138609.3898,0.190909309,51865.17278,82510.48027,0.194789785,31501.50952,56113.99328,0.242115532,26628.69593,100734.6413,0.224148264,44255.81018,37385.72249,0.24558582,17995.55053,18728.27079,0.241502481,8864.930777,138624.4736,0.190891637,51866.01534,4319.59325,0.277412328,2348.6845,29666.28545,0.318594563,18524.97381,33985.8787,0.281072346,18722.88172
2003,125138.7153,0.123321898,30247.39412,80637.96614,0.159649166,25232.61674,44593.2308,0.120654743,10545.55424,72621.33978,0.118037353,16801.18025,31648.91516,0.120688253,7486.518455,12944.31564,0.137426676,3486.632772,125231.1969,0.123278857,30259.18339,14539.26457,0.239743562,6831.962356,38830.541,0.405924652,30894.05671,53369.80556,0.304558181,31858.25333
2004,132648.9696,0.118558889,30824.36025,88286.12511,0.145435212,25166.22617,44426.27641,0.166386872,14488.2204,62236.73314,0.136427326,16641.95057,35730.5033,0.187530424,13133.09059,8695.773108,0.125049866,2131.314316,132712.4015,0.118533515,30832.50027,29596.1081,0.270118425,15669.13006,47129.85556,0.281448487,25998.66799,76725.96366,0.205379484,30885.56014
2005,231847.1338,0.129613994,58899.24069,181233.6561,0.15823104,56206.50812,50621.26509,0.102902056,10209.70321,106183.138,0.111794874,23266.63195,40288.36466,0.108413081,8560.860022,10332.90042,0.125199807,2535.607201,231854.9211,0.129610379,58899.57634,54229.00293,0.234710436,24947.10135,62104.76615,0.223777956,27239.44816,116333.7691,0.162573258,37069.00922
2006,213496.3176,0.212731639,89018.14646,123259.2838,0.149199415,36044.81756,90257.18364,0.344159454,60883.21157,141739.7459,0.257992294,71672.81389,72487.01029,0.361818001,51405.12609,17770.17335,0.290672134,10123.97666,213516.4674,0.212709468,89017.26959,27687.32573,0.229720559,12466.28197,50519.28067,0.204069239,20206.48506,78206.6064,0.161476875,24751.97454
2007,238194.2357,0.12220469,57052.56728,138454.8154,0.129002139,35007.49598,99746.6181,0.183992953,35971.24271,161639.5249,0.146611881,46448.61859,74655.21479,0.21103718,30879.85099,25091.40332,0.141931711,6980.080968,238201.4335,0.122201048,57052.5909,27562.72892,0.263963883,14260.1073,54310.89191,0.324360652,34527.97992,81873.62083,0.234684272,37660.32424
2008,192617.2475,0.107657953,40644.08586,113082.2075,0.148464612,32905.86389,79859.98161,0.108362778,16961.54498,123592.8182,0.101141946,24500.81958,60558.63984,0.119388117,14170.76467,19301.34176,0.108715244,4112.766164,192942.1891,0.107497511,40651.97808,8820.765287,0.195855479,3386.086617,49432.86842,0.234483622,22718.7481,58253.63371,0.202358849,23104.751
2009,201411.4914,0.108240262,42729.63207,97795.96623,0.107696096,20643.19777,103706.1021,0.153138815,31127.6019,150094.3547,0.129224063,38015.7727,77851.19185,0.168071867,25645.80646,25854.91026,0.153028224,7754.800765,201502.0683,0.108199467,42732.73602,29021.23826,0.333986538,18997.69769,50553.09856,0.231601218,22947.99204,79574.33681,0.194038708,30263.38296
2010,249870.1546,0.104743602,51297.70807,144874.5884,0.14374412,40816.74556,105161.63,0.132303459,27269.96489,134439.357,0.120994846,31882.2797,86943.07655,0.144299465,24589.84529,18218.55341,0.141970673,5069.540564,250036.2183,0.104728718,51324.50639,88521.98663,0.200080791,34714.6362,94325.38769,0.183638864,33950.74172,182847.3743,0.158354011,56751.04551
2011,259810.0187,0.110033003,56031.84631,147389.6829,0.148664785,42946.84495,112471.4123,0.117495288,25901.12756,146769.2428,0.11369824,32707.31315,95044.5615,0.118469174,22069.30743,17426.85082,0.178132755,6084.414164,259861.0952,0.110016997,56034.70901,40614.40951,0.164087538,13062.06422,167581.0811,0.193250182,63474.74571,208195.4906,0.163330325,66649.08883
2012,191334.6331,0.10287941,38581.41254,122870.9739,0.121627454,29291.18819,68536.17253,0.144136796,19362.02521,105481.5956,0.119165364,24636.71537,54067.93358,0.150961764,15997.89365,14468.23895,0.147797129,4191.193784,191407.1464,0.102837194,38580.19677,40850.32766,0.165541278,13254.33432,142701.9551,0.235200452,65784.58605,183552.2828,0.187080707,67304.61816
2013,158018.439,0.095616142,29613.86243,99415.58266,0.108150784,21073.67149,58647.15649,0.128553492,14777.02167,99774.69215,0.117507239,22979.52725,43352.26905,0.139190131,11827.04766,15294.88743,0.127336063,3817.277866,158062.7391,0.095594262,29615.38618,30792.59099,0.177569204,10716.91912,125479.1049,0.207132965,50942.08376,156271.6959,0.170623656,52260.75016
2014,244090.6181,0.175651376,84034.71159,138934.3349,0.243716418,66366.73379,105375.0297,0.19960176,41224.76104,151478.3266,0.162626575,48283.42675,79469.63344,0.222161336,34603.95667,25905.39628,0.186440761,9466.450734,244309.3646,0.175502074,84038.52841,53656.38732,0.441948957,46478.23346,112315.8632,0.212891038,46865.63979,165972.2505,0.201303467,65485.14719
2015,131468.7236,0.116265917,29959.25003,84688.17889,0.154210463,25597.21436,46854.6971,0.153413327,14088.74458,72229.82516,0.116911131,16551.16226,36122.63789,0.178795967,12658.82067,10732.0592,0.121999793,2566.245641,131542.876,0.116259952,29974.61018,34794.00899,0.245720497,16757.21831,82857.29794,0.182528408,29642.66894,117651.3069,0.150527669,34711.16301
2016,132162.0109,0.145545346,37701.70863,102079.0418,0.183936887,36801.1583,30417.52927,0.117013203,6976.134979,52366.36593,0.107491799,11032.75152,22292.58818,0.127115289,5554.108438,8124.941092,0.126178521,2009.378381,132496.5711,0.145615504,37815.3677,52447.1132,0.275231137,28292.75409,52519.02405,0.206872098,21294.85253,104966.1373,0.181140774,37266.74886
2017,214797.2658,0.145040087,61062.25967,185235.2208,0.159250927,57817.80602,29572.39427,0.126003822,7303.420045,52602.67921,0.129949335,13397.93908,20878.3409,0.141901385,5806.82437,8694.053368,0.126343976,2152.944895,214807.6151,0.145034191,61062.71933,64613.00258,0.191665095,24272.75224,101955.7238,0.218699875,43703.50001,166568.7264,0.161206245,52629.76109
2018,497559.144,0.14192278,138405.3545,450467.2732,0.152277446,134448.1715,47102.0353,0.200626801,18521.86407,129712.6424,0.169457878,43082.42501,27133.39196,0.191568951,10187.91426,19968.64333,0.234079316,9161.522882,497569.3085,0.141919592,138405.0733,81460.98534,0.26025186,41552.73105,158304.9384,0.199658115,61949.45659,239765.9238,0.174128753,81830.2769
2019,334582.7016,0.158368839,103855.4488,280298.3675,0.17001743,93404.99203,54285.08808,0.178192374,18959.44986,174098.0531,0.171119971,58391.64148,28865.03327,0.177768166,10057.31667,25420.0548,0.192554952,9593.724591,334583.4555,0.158368483,103855.4495,5060.334199,0.43279306,4292.551941,104796.2451,0.196446,40350.1343,109856.5793,0.190854008,41094.47415
