SURVEY_YEAR,BIOMASS_MALE_LE102,CV_BIOMASS_MALE_LE102,CI_BIOMASS_MALE_LE102,BIOMASS_MALE_GE103,CV_BIOMASS_MALE_GE103,CI_BIOMASS_MALE_GE103,BIOMASS_MALE_GE110,CV_BIOMASS_MALE_GE110,CI_BIOMASS_MALE_GE110,BIOMASS_MALE_103TO124,CV_BIOMASS_MALE_103TO124,CI_BIOMASS_MALE_103TO124,BIOMASS_MALE_GE125,CV_BIOMASS_MALE_GE125,CI_BIOMASS_MALE_GE125,BIOMASS_MALE_TOTAL,CV_BIOMASS_MALE_TOTAL,CI_BIOMASS_MALE_TOTAL,BIOMASS_FEMALE_IMMATURE,CV_BIOMASS_FEMALE_IMMATURE,CI_BIOMASS_FEMALE_IMMATURE,BIOMASS_FEMALE_MATURE,CV_BIOMASS_FEMALE_MATURE,CI_BIOMASS_FEMALE_MATURE,BIOMASS_FEMALE_TOTAL,CV_BIOMASS_FEMALE_TOTAL,CI_BIOMASS_FEMALE_TOTAL
1997,1993.760396,0.128201411,500.9816745,3762.770545,0.172028656,1268.716548,3038.955069,0.189030725,1125.933524,2557.056822,0.164086862,822.3756833,1205.713722,0.232099625,548.4975765,5756.530941,0.138753368,1565.526588,446.1738182,0.226823851,198.3576132,1476.414988,0.313460501,907.0836523,1922.588807,0.256462191,966.4198204
1998,3018.097447,0.173075025,1023.820292,3686.770115,0.173295702,1252.246773,2702.982161,0.182254344,965.5552739,2558.031844,0.170899302,856.8450802,1128.738271,0.202250521,447.4442915,6704.867563,0.15333907,2015.111589,1433.184458,0.251931458,707.6859317,1083.374449,0.241073302,511.8984055,2516.558907,0.20912225,1031.486181
1999,4339.82849,0.252449935,2147.35526,2375.026615,0.2074192,965.5471959,1738.827644,0.18797323,640.6319764,1738.821467,0.214420437,730.764163,636.2051482,0.23891505,297.9180099,6714.855105,0.228648912,3009.274859,1814.097301,0.198175532,704.639008,1558.611288,0.207303068,633.2856086,3372.708589,0.175912284,1162.869706
2000,4037.120036,0.151310501,1197.282967,2886.844727,0.154273855,872.9147441,2084.314993,0.163604325,668.3657774,2234.076434,0.156251633,684.19306,652.7682936,0.236501281,302.5858532,6923.964764,0.137318262,1863.542139,1776.139645,0.175746294,611.8139231,1243.025224,0.255946073,623.5689522,3019.164869,0.167688937,992.3098759
2001,7999.048361,0.165621306,2596.633161,5110.485839,0.216215531,2165.734161,4113.358558,0.24176395,1949.145156,3214.88159,0.180332859,1136.307625,1895.604249,0.323515741,1201.985314,13109.5342,0.169168953,4346.743299,3796.641381,0.174638503,1299.557944,3281.474117,0.304159544,1956.259672,7078.115498,0.188420393,2613.976159
2002,8575.069136,0.169311882,2845.647738,4497.566351,0.187275903,1650.880168,3160.434068,0.216172936,1339.072608,3209.839196,0.17386029,1093.804604,1287.727156,0.250022919,631.0441514,13072.63549,0.164860632,4224.119382,3785.903387,0.201245409,1493.315528,2780.942629,0.254877474,1389.247279,6566.846016,0.197173773,2537.827225
2003,12316.69528,0.164945287,3981.898444,8587.569763,0.242568258,4082.820805,6832.634631,0.264101709,3536.840544,5729.065744,0.216577934,2431.946878,2858.504019,0.312117087,1748.688377,20904.26505,0.167721747,6871.955707,4041.197012,0.278447688,2205.513454,6357.541693,0.247304655,3081.609324,10398.7387,0.208794105,4255.542877
2004,12925.62722,0.123292172,3123.512154,13621.31746,0.257615357,6877.758699,9939.367513,0.255240073,4972.372779,10681.33758,0.291596526,6104.69623,2939.979874,0.220875854,1272.76631,26546.94468,0.170122191,8851.799799,3906.442986,0.15386922,1178.119419,3911.370752,0.210411421,1613.074273,7817.813738,0.138117269,2116.359158
2005,18703.7057,0.123255025,4518.43839,27757.75042,0.19409164,10559.5927,24002.48492,0.204747114,9632.301461,13771.92893,0.17184291,4638.552341,13985.82148,0.253174701,6940.078105,46461.45612,0.143490308,13066.86657,8851.109694,0.221169715,3836.890926,8803.588688,0.220271916,3800.799366,17654.69838,0.163533499,5658.783832
2006,33351.44288,0.149915551,9799.803849,41124.55992,0.259623457,20926.72478,34789.74674,0.293757018,20030.67525,20713.83777,0.162402174,6593.385684,20410.72215,0.424859149,16996.4968,74476.0028,0.168494041,24595.57478,11042.02289,0.251434737,5441.642314,10964.6876,0.210983819,4534.208466,22006.71049,0.174460576,7525.034657
2007,35093.47467,0.207151448,14248.54161,41096.91628,0.311248014,25071.01384,32317.05316,0.362644485,22970.41815,24400.27938,0.242324917,11589.07952,16696.6369,0.454953368,14888.53475,76190.39095,0.218895409,32688.3445,5038.793785,0.254402088,2512.484129,7522.855354,0.157459165,2321.703344,12561.64914,0.14469536,3562.520191
2008,15592.77814,0.121586729,3715.914777,32260.99606,0.269061806,17013.19566,26581.59191,0.297299623,15489.28662,19022.56415,0.193568686,7217.058598,13238.43191,0.386987692,10041.29601,47853.7742,0.21339507,20015.04862,2282.378212,0.221341357,990.1619935,7292.168388,0.226126693,3231.949694,9574.546601,0.196642561,3690.216185
2009,9730.281703,0.16099334,3070.360675,23299.67722,0.196291661,8964.123388,20031.59856,0.201952038,7929.027437,12345.73073,0.199446326,4826.128859,10953.94648,0.207142262,4447.289485,33029.95892,0.164553204,10652.9637,2067.169744,0.329370385,1334.494411,4532.452845,0.179203215,1591.971034,6599.622589,0.173022251,2238.087851
2010,8261.058343,0.11747148,1902.05995,26550.30621,0.266444358,13865.3914,23588.21241,0.287791579,13305.43825,11992.30559,0.192880172,4533.632815,14558.00061,0.340482472,9715.218311,34811.36455,0.21269609,14512.3126,3053.952589,0.188927016,1130.869333,3418.025541,0.23985904,1606.894877,6471.97813,0.174327377,2211.356227
2011,12962.53362,0.154965515,3937.141561,26761.43045,0.32135068,16855.61558,23836.93261,0.347452101,16233.09694,10808.58076,0.184933945,3917.792022,15952.84969,0.423495045,13241.66749,39723.96407,0.231256464,18005.39001,6106.670564,0.192049365,2298.653121,3219.622034,0.157187518,991.925416,9326.292598,0.150266329,2746.798397
2012,19187.89301,0.172591117,6490.853365,15434.35341,0.143408176,4338.288435,12365.05461,0.153560101,3721.60692,8771.656552,0.150716497,2591.18537,6662.69686,0.1898839,2479.672172,34622.24642,0.129660199,8798.68963,6097.664861,0.194080182,2319.534373,3796.42891,0.178656156,1329.380579,9894.093771,0.155661418,3018.652178
2013,17946.81505,0.163882881,5764.704483,20476.36762,0.226496285,9090.129538,16034.24577,0.229868029,7224.090518,12183.37348,0.201787817,4818.574427,8292.994147,0.280337621,4556.682974,38423.18267,0.174762009,13161.22872,4149.002468,0.185120087,1505.404851,6766.123126,0.180033735,2387.53562,10915.12559,0.161158729,3447.77283
2014,17026.0781,0.217239334,7249.518381,33652.56883,0.123939265,8174.914313,25199.22767,0.123732893,6111.227738,21714.52207,0.14008049,5961.890563,11938.04675,0.140493065,3287.33705,50678.64693,0.136050212,13513.88773,2047.079623,0.248010166,995.0852501,6817.732704,0.2715474,3628.621674,8864.812327,0.219038045,3805.793079
2015,8039.969263,0.142745896,2249.438332,31721.94893,0.149820865,9315.115276,27579.81882,0.156550491,8462.562979,17171.65959,0.142726213,4803.658047,14550.28934,0.176062621,5021.053663,39761.91819,0.132867156,10354.78386,1053.277528,0.204354721,421.8747817,6634.429994,0.358169756,4657.454252,7687.707522,0.313866829,4729.316109
2016,8242.069949,0.161219573,2604.414679,36922.99514,0.126785623,9175.357702,32900.00455,0.127766958,8238.925638,17619.17019,0.142262833,4912.844,19303.82495,0.145595328,5508.671597,45165.06509,0.121247569,10733.26255,1069.391404,0.223214303,467.8587758,6193.048562,0.310498908,3768.952236,7262.439966,0.273195121,3888.763808
2017,5504.550465,0.129270537,1394.689341,26159.097,0.165653472,8493.356697,23014.22103,0.177341696,7999.506752,12517.85919,0.132377231,3247.875896,13641.23781,0.230368963,6159.334917,31663.64746,0.146447714,9088.654807,1259.378823,0.199974776,493.6142361,5124.52424,0.312057532,3134.326914,6383.903063,0.270722712,3387.404401
2018,8746.235413,0.130494459,2237.017104,25739.6865,0.150605218,7598.000928,23254.68067,0.158883689,7241.787327,11762.77287,0.127974611,2950.459115,13976.91363,0.183043175,5014.422145,34485.92192,0.125545136,8485.897931,3957.010754,0.203649018,1579.449056,4312.253071,0.227841272,1925.718083,8269.263824,0.177723635,2880.501503
2019,7569.282575,0.116747604,1732.043385,10542.15186,0.136945833,2829.659391,9432.773615,0.143738266,2657.467028,5090.500617,0.134581771,1342.773633,5451.651243,0.159642675,1705.819726,18111.43443,0.102141723,3625.868915,3372.238942,0.184888609,1222.037593,4115.013817,0.244862977,1974.924486,7487.25276,0.175323714,2572.878199
