HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS
-18758,201901,162,6,J-14,69322,1,54.3,,2,,,,112,,
-13921,201501,162,5,J-16,69322,2,54.3,,2,0,0,0,122,,
-18730,201901,94,10,J-13,69322,2,54.5,,2,0,0,0,118,,
-7495,201101,89,3,G-15,69322,1,55,,2,,,,96,,
-7495,201101,89,3,G-15,69322,1,55.1,,2,,,,116,,
-18758,201901,162,6,J-14,69322,2,55.2,,2,0,0,0,114,,
-18731,201901,94,11,I-13,69322,1,55.4,,2,,,,128,,
-16336,201701,94,8,J-14,69322,2,56,,2,0,0,0,145,,
-18758,201901,162,6,J-14,69322,1,56.6,,2,,,,128,,
-13921,201501,162,5,J-16,69322,1,56.8,,2,,,,192,,
-18758,201901,162,6,J-14,69322,1,56.9,,2,,,,132,,
-18758,201901,162,6,J-14,69322,1,57.2,,2,,,,140,,
-8475,201201,162,4,J-15,69322,1,57.6,,2,,,,136,,
-9865,201301,89,4,J-15,69322,1,57.6,,2,,,,142,,
-13921,201501,162,5,J-16,69322,1,57.8,,2,,,,130,,
-18731,201901,94,11,I-13,69322,2,57.9,,2,0,0,0,146,,
-18730,201901,94,10,J-13,69322,1,58.2,,2,,,,148,,
-9274,201201,162,220,I-14,69322,1,58.5,,2,,,,128,,
-11686,200601,88,198,J-13,69322,1,58.9,,2,,,,164,11.5,
-17334,201701,94,224,F-12,69322,2,59.2,,2,0,0,0,140,,
-16336,201701,94,8,J-14,69322,2,59.3,,2,0,0,0,130,,
-11268,200601,134,16,I-11,69322,1,59.3,,2,,,,136,,
-7495,201101,89,3,G-15,69322,2,59.8,,2,0,0,0,140,,
1023466,200001,88,189,H-11,69322,1,60,71,2,,,,138,,
-18758,201901,162,6,J-14,69322,2,60,,2,0,0,0,164,,
-13921,201501,162,5,J-16,69322,2,60.6,,2,0,0,0,152,,
-2887,200701,88,29,J-12,69322,2,61.6,,2,0,0,0,152,,
-11259,200601,134,7,J-13,69322,2,61.7,,2,0,0,0,158,,
-18758,201901,162,6,J-14,69322,2,61.8,,2,0,0,0,170,,
-18730,201901,94,10,J-13,69322,1,62,,2,,,,170,,
-6129,201001,162,10,I-13,69322,2,62.4,,2,0,0,0,160,,
-5697,200901,88,204,I-13,69322,1,62.7,,2,,,,174,,
-13964,201501,94,7,K-13,69322,2,62.9,,2,0,0,0,180,,
-7497,201101,89,5,I-15,69322,2,63,,2,0,0,0,152,,
-9274,201201,162,220,I-14,69322,1,63.4,,2,,,,186,,
-11686,200601,88,198,J-13,69322,1,63.5,,2,,,,192,13.3,
-4812,200901,88,7,I-14,69322,2,63.9,,2,0,0,0,170,,
1010896,200001,88,6,I-15,69322,1,64,,2,,,,162,,
1010896,200001,88,6,I-15,69322,2,64,,2,0,0,0,168,,
-18730,201901,94,10,J-13,69322,1,64,,2,,,,184,,
1063405,200101,89,22,J-11,69322,2,64,,2,0,0,0,196,,
-18730,201901,94,10,J-13,69322,2,64.3,,2,0,0,0,212,,
-18731,201901,94,11,I-13,69322,2,64.4,,2,0,0,0,200,,
-9865,201301,89,4,J-15,69322,2,64.7,,2,0,0,0,196,,
1010896,200001,88,6,I-15,69322,1,66,,2,,,,180,,
1010896,200001,88,6,I-15,69322,2,66,,2,0,0,0,200,,
-7498,201101,89,6,K-13,69322,1,66.2,,2,,,,216,,
-5700,200901,88,207,G-12,69322,2,66.4,,2,0,0,0,242,,
-11259,200601,134,7,J-13,69322,2,66.5,,2,0,0,0,198,,
-17336,201701,94,226,G-13,69322,1,66.6,,2,,,,178,19.2,
-7497,201101,89,5,I-15,69322,1,66.8,,2,,,,190,,
-2878,200701,88,20,I-14,69322,1,67,,2,,,,226,20,
-16336,201701,94,8,J-14,69322,1,67.1,,2,,,,210,,
-16336,201701,94,8,J-14,69322,1,67.1,,2,,,,220,,
-11259,200601,134,7,J-13,69322,2,67.2,,2,0,0,0,182,,
-11686,200601,88,198,J-13,69322,2,67.3,,2,0,0,0,186,,
-9056,201201,89,10,K-13,69322,1,67.3,,2,,,,218,,
-13921,201501,162,5,J-16,69322,2,67.4,,2,0,0,0,228,,
-13921,201501,162,5,J-16,69322,1,67.5,,2,,,,192,,
-13921,201501,162,5,J-16,69322,2,67.6,,2,0,0,0,204,,
-7572,201101,162,8,J-14,69322,2,67.6,,2,0,0,0,230,,
1010897,200001,88,7,H-15,69322,1,68,,2,,,,190,,
-2822,200701,89,26,J-11,69322,1,68.2,,2,,,,224,,
-2887,200701,88,29,J-12,69322,2,68.2,,2,0,0,0,232,,
-11259,200601,134,7,J-13,69322,1,68.3,,2,,,,216,,
-17334,201701,94,224,F-12,69322,1,68.5,,2,,,,194,17.6,
-11268,200601,134,16,I-11,69322,1,68.6,,2,,,,218,,
-9056,201201,89,10,K-13,69322,1,68.7,,2,,,,240,,
-16348,201701,162,9,J-13,69322,1,68.8,,2,,,,200,,
-7497,201101,89,5,I-15,69322,2,68.8,,2,0,0,0,231,,
1023466,200001,88,189,H-11,69322,1,69,78,2,,,,223,,
-9056,201201,89,10,K-13,69322,1,69.1,,2,,,,246,,
-11260,200601,134,8,I-13,69322,1,69.2,,2,,,,246,,
-11687,200601,88,199,I-13,69322,1,69.2,,2,,,,246,14.3,
-2887,200701,88,29,J-12,69322,1,69.4,,2,,,,218,21.9,
-2886,200701,88,28,I-12,69322,1,69.4,,2,,,,236,21,
1010896,200001,88,6,I-15,69322,2,70,,2,0,0,0,212,,
-11699,200601,88,211,H-10,69322,1,70,,0,,,,222,15.1,
1023483,200001,88,206,E-10,69322,2,70,82,2,0,0,0,248,,
-9882,201301,89,21,K-09,69322,2,70,,2,0,0,0,262,,
-9056,201201,89,10,K-13,69322,1,70.4,,2,,,,256,,
-11262,200601,134,10,G-13,69322,1,70.4,,2,,,,262,,
-13921,201501,162,5,J-16,69322,2,70.7,,2,0,0,0,244,,
-13921,201501,162,5,J-16,69322,2,70.8,,2,0,0,0,234,,
-9869,201301,89,8,I-13,69322,2,70.8,,2,0,0,0,252,,
-16358,201701,94,21,J-11,69322,2,70.8,,2,0,0,0,265,,
-13921,201501,162,5,J-16,69322,1,70.9,,2,,,,276,,
1063405,200101,89,22,J-11,69322,1,71,,2,,,,246,,
-17345,201701,94,235,J-11,69322,1,71,,2,,,,250,19.9,
1023466,200001,88,189,H-11,69322,1,71,84,2,,,,264,,
-11262,200601,134,10,G-13,69322,2,71,,2,0,0,0,264,,
1063405,200101,89,22,J-11,69322,2,71,,2,0,0,0,268,,
1023466,200001,88,189,H-11,69322,1,71,82,2,,,,278,,
1023466,200001,88,189,H-11,69322,1,71,85,2,,,,287,,
-11269,200601,134,17,J-11,69322,1,71.1,,2,,,,216,,
-11687,200601,88,199,I-13,69322,2,71.2,,2,0,0,0,260,,
-2877,200701,88,19,J-14,69322,1,71.4,,2,,,,246,20.4,
-6125,201001,162,6,H-15,69322,1,71.5,,2,,,,236,,
-7499,201101,89,7,J-13,69322,1,71.5,,2,,,,240,,
-13921,201501,162,5,J-16,69322,1,71.6,,2,,,,260,,
-11260,200601,134,8,I-13,69322,1,71.6,,2,,,,264,,
-2878,200701,88,20,I-14,69322,1,71.7,,2,,,,268,20.6,
-11269,200601,134,17,J-11,69322,2,71.8,,2,0,0,0,200,,
-2822,200701,89,26,J-11,69322,2,71.9,,2,0,0,0,246,,
1063405,200101,89,22,J-11,69322,2,72,,2,0,0,0,258,,
1063405,200101,89,22,J-11,69322,2,72,,2,0,0,0,260,,
-2886,200701,88,28,I-12,69322,1,72,,2,,,,272,23.5,
-11269,200601,134,17,J-11,69322,1,72.3,,2,,,,240,,
-9056,201201,89,10,K-13,69322,1,72.3,,2,,,,280,,
-2886,200701,88,28,I-12,69322,2,72.5,,2,0,0,0,262,,
-7497,201101,89,5,I-15,69322,2,72.6,,2,0,0,0,236,,
-18770,201901,162,18,J-10,69322,2,72.9,,2,0,0,0,284,,
1010911,200001,88,21,I-11,69322,1,73,,2,,,,250,,
-9057,201201,89,11,J-13,69322,1,73,,2,,,,258,,
1010911,200001,88,21,I-11,69322,1,73,,2,,,,264,,
1063405,200101,89,22,J-11,69322,2,73,,2,0,0,0,274,,
-2887,200701,88,29,J-12,69322,1,73,,2,,,,286,28.6,
-16370,201701,94,36,I-09,69322,2,73,,2,0,0,0,300,,
-18766,201901,162,14,J-12,69322,2,73.1,,2,0,0,0,270,,
-18759,201901,162,7,I-14,69322,2,73.2,,2,0,0,0,294,,
-11681,200601,88,193,I-10,69322,1,73.2,,2,,,,296,20.2,
-11687,200601,88,199,I-13,69322,2,73.4,,2,0,0,0,260,,
-7500,201101,89,8,I-13,69322,1,73.6,,2,,,,295,,
-11268,200601,134,16,I-11,69322,1,73.7,,2,,,,296,,
-11267,200601,134,15,H-11,69322,1,73.9,,2,,,,260,,
-6367,201001,89,8,I-14,69322,2,73.9,,2,0,0,0,294,,
1063406,200101,89,23,I-11,69322,2,74,,2,0,0,0,256,,
1023466,200001,88,189,H-11,69322,2,74,83,2,0,0,0,276,,
1010911,200001,88,21,I-11,69322,1,74,,2,,,,282,,
-16336,201701,94,8,J-14,69322,1,74,,2,,,,300,,
-16363,201701,94,25,I-10,69322,2,74,,2,0,0,0,300,,
1010911,200001,88,21,I-11,69322,2,74,,2,0,0,0,310,,
1023466,200001,88,189,H-11,69322,1,74,86,2,,,,311,,
-11260,200601,134,8,I-13,69322,1,74.1,,2,,,,272,,
-9865,201301,89,4,J-15,69322,1,74.2,,2,,,,306,,
-4046,200801,88,17,H-11,69322,2,74.3,,2,0,0,0,278,,
-11255,200601,134,3,H-15,69322,1,74.4,,0,,,,252,,
-9054,201201,89,8,J-14,69322,1,74.4,,2,,,,290,,
-18742,201901,94,22,I-11,69322,2,74.6,,2,0,0,0,310,,
-4038,200801,88,8,I-13,69322,2,74.7,,2,0,0,0,262,,
-4439,200801,88,205,H-11,69322,2,74.7,,2,0,0,0,292,,
-4037,200801,88,7,J-13,69322,2,74.9,,2,0,0,0,306,,
-11269,200601,134,17,J-11,69322,1,75,,2,,,,242,,
1010896,200001,88,6,I-15,69322,2,75,,2,0,0,0,276,,
1010912,200001,88,22,H-11,69322,2,75,,2,0,0,0,290,,
1010913,200001,88,23,G-11,69322,2,75,,2,0,0,0,304,,
1063405,200101,89,22,J-11,69322,2,75,,2,0,0,0,306,,
-9869,201301,89,8,I-13,69322,1,75,,2,,,,332,,
1023483,200001,88,206,E-10,69322,1,75,93,2,,,,344,,
-6131,201001,162,12,G-13,69322,1,75.2,,2,,,,312,,
-8195,201101,89,206,H-12,69322,1,75.2,,2,,,,314,,
-6130,201001,162,11,H-13,69322,2,75.4,,2,0,0,0,286,,
-7584,201101,162,20,J-12,69322,2,75.4,,2,0,0,0,290,,
-6376,201001,89,17,J-12,69322,2,75.4,,2,0,0,0,296,,
-9869,201301,89,8,I-13,69322,2,75.7,,2,0,0,0,342,,
-5698,200901,88,205,H-13,69322,2,75.7,,2,0,0,0,358,,
-18770,201901,162,18,J-10,69322,1,75.9,,2,,,,298,,
1010699,200001,89,23,I-10,69322,2,76,,2,0,0,0,284,,
1023483,200001,88,206,E-10,69322,2,76,88,2,0,0,0,306,,
1010911,200001,88,21,I-11,69322,2,76,,2,0,0,0,306,,
1023466,200001,88,189,H-11,69322,2,76,88,2,0,0,0,320,,
1010911,200001,88,21,I-11,69322,1,76,,2,,,,320,,
-17344,201701,94,234,I-11,69322,1,76,,2,,,,346,22.4,
-6129,201001,162,10,I-13,69322,2,76.3,,2,0,0,0,318,,
-11689,200601,88,201,H-12,69322,1,76.3,,2,,,,376,21.5,
-9274,201201,162,220,I-14,69322,1,76.4,,2,,,,312,,
-11689,200601,88,201,H-12,69322,2,76.5,,2,0,0,0,356,,
-2821,200701,89,25,I-11,69322,2,76.6,,2,0,0,0,278,,
-4427,200801,88,193,J-12,69322,1,76.7,,2,,,,316,21.4,
1023483,200001,88,206,E-10,69322,2,77,91,2,0,0,0,318,,
1010911,200001,88,21,I-11,69322,2,77,,2,0,0,0,320,,
1010911,200001,88,21,I-11,69322,2,77,,2,0,0,0,320,,
-2887,200701,88,29,J-12,69322,2,77,,2,0,0,0,326,,
1010699,200001,89,23,I-10,69322,2,77,,2,0,0,0,328,,
1023483,200001,88,206,E-10,69322,2,77,90,2,0,0,0,356,,
-4823,200901,88,18,K-12,69322,2,77.1,,2,0,0,0,328,,
-9057,201201,89,11,J-13,69322,1,77.3,,2,,,,322,,
-9869,201301,89,8,I-13,69322,1,77.3,,2,,,,324,,
-6129,201001,162,10,I-13,69322,1,77.3,,2,,,,330,,
-2893,200701,88,35,G-10,69322,1,77.3,,2,,,,332,22,
-18766,201901,162,14,J-12,69322,1,77.3,,2,,,,358,,
-4822,200901,88,17,J-12,69322,1,77.7,,2,,,,338,,
-16356,201701,94,19,H-11,69322,1,77.8,,2,,,,340,,
1010692,200001,89,16,J-13,69322,2,78,,2,0,0,0,304,,
-2887,200701,88,29,J-12,69322,2,78,,2,0,0,0,310,,
1010911,200001,88,21,I-11,69322,2,78,,2,0,0,0,332,,
1010911,200001,88,21,I-11,69322,1,78,,2,,,,332,,
-2829,200701,89,33,G-09,69322,2,78,,2,0,0,0,338,,
1023466,200001,88,189,H-11,69322,1,78,92,2,,,,356,,
-7593,201101,162,29,D-10,69322,2,78,,2,0,0,0,364,,
1010911,200001,88,21,I-11,69322,1,78,,2,,,,366,,
1063405,200101,89,22,J-11,69322,1,78,,2,,,,366,,
1023466,200001,88,189,H-11,69322,1,78,90,2,,,,384,,
-5700,200901,88,207,G-12,69322,2,78,,2,0,0,0,390,,
-5696,200901,88,203,I-12,69322,1,78,,2,,,,400,,
-9753,201301,162,9,G-14,69322,1,78,,2,,,,402,25.1,
-6129,201001,162,10,I-13,69322,2,78.1,,2,0,0,0,304,,
-4822,200901,88,17,J-12,69322,1,78.1,,2,,,,336,,
-7580,201101,162,16,F-12,69322,1,78.2,,2,,,,330,,
-9870,201301,89,9,H-13,69322,2,78.2,,2,0,0,0,360,,
-4427,200801,88,193,J-12,69322,1,78.2,,2,,,,376,24.9,
-9872,201301,89,11,E-12,69322,2,78.3,,2,0,0,0,328,,
-17333,201701,94,223,F-11,69322,2,78.4,,2,0,0,0,358,,
-11681,200601,88,193,I-10,69322,1,78.4,,2,,,,368,21.7,
-17341,201701,94,231,H-11,69322,1,78.5,,2,,,,288,10.5,
-4048,200801,88,22,J-11,69322,2,78.5,,2,0,0,0,338,,
-9056,201201,89,10,K-13,69322,1,78.6,,2,,,,318,,
-16358,201701,94,21,J-11,69322,1,78.6,,2,,,,335,,
-9056,201201,89,10,K-13,69322,1,78.8,,2,,,,364,,
-17331,201701,94,221,G-10,69322,1,78.9,,2,,,,304,23.3,
-7574,201101,162,10,H-14,69322,2,78.9,,2,0,0,0,344,,
-8195,201101,89,206,H-12,69322,1,78.9,,2,,,,344,,
-6137,201001,162,18,I-11,69322,1,78.9,,2,,,,362,,
1010699,200001,89,23,I-10,69322,2,79,,2,0,0,0,318,,
-6368,201001,89,9,H-14,69322,2,79,,2,0,0,0,322,,
1010911,200001,88,21,I-11,69322,1,79,,2,,,,358,,
1010911,200001,88,21,I-11,69322,1,79,,2,,,,360,,
1010912,200001,88,22,H-11,69322,1,79,,2,,,,366,,
1010911,200001,88,21,I-11,69322,1,79,,2,,,,372,,
1023466,200001,88,189,H-11,69322,2,79,91,2,0,0,0,386,,
-6130,201001,162,11,H-13,69322,2,79.1,,2,0,0,0,346,,
-6137,201001,162,18,I-11,69322,1,79.1,,2,,,,364,,
-6129,201001,162,10,I-13,69322,1,79.2,,2,,,,340,,
-9752,201301,162,8,H-14,69322,2,79.2,,2,0,0,0,352,,
-7500,201101,89,8,I-13,69322,1,79.2,,2,,,,358,,
-6376,201001,89,17,J-12,69322,2,79.2,,2,0,0,0,360,,
-18877,201901,94,40,G-08,69322,1,79.2,,2,,,,432,,
-9068,201201,89,22,F-11,69322,1,79.3,,2,,,,394,,
-9056,201201,89,10,K-13,69322,1,79.3,,2,,,,400,,
-2893,200701,88,35,G-10,69322,1,79.4,,2,,,,330,22,
-2891,200701,88,33,I-10,69322,2,79.4,,2,0,0,1,348,,
-8488,201201,162,17,I-11,69322,1,79.5,,2,,,,358,,
-2813,200701,89,17,I-13,69322,1,79.5,,2,,,,478,,
-9753,201301,162,9,G-14,69322,2,79.6,,2,0,0,0,396,,
-9274,201201,162,220,I-14,69322,1,79.6,,3,,,,406,,
-7584,201101,162,20,J-12,69322,1,79.7,,2,,,,352,,
-2891,200701,88,33,I-10,69322,2,79.8,,2,0,0,0,332,,
-6375,201001,89,16,I-12,69322,1,79.8,,2,,,,372,,
-7593,201101,162,29,D-10,69322,1,79.8,,2,,,,410,,
-17330,201701,94,220,G-11,69322,1,79.9,,2,,,,342,21.2,
-16361,201701,94,24,J-10,69322,1,79.9,,2,,,,350,,
1010911,200001,88,21,I-11,69322,2,80,,2,0,0,0,346,,
-9869,201301,89,8,I-13,69322,2,80,,2,0,0,0,346,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,350,,
1010913,200001,88,23,G-11,69322,1,80,,2,,,,352,,
1010896,200001,88,6,I-15,69322,2,80,,2,0,0,0,354,,
1010911,200001,88,21,I-11,69322,2,80,,2,0,0,0,368,,
-4039,200801,88,9,H-13,69322,2,80,,2,0,0,0,368,,
-4813,200901,88,8,H-14,69322,2,80,,2,0,0,0,372,,
1010699,200001,89,23,I-10,69322,2,80,,2,0,0,0,380,,
1010911,200001,88,21,I-11,69322,2,80,,2,0,0,0,390,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,392,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,402,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,408,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,418,,
-6130,201001,162,11,H-13,69322,1,80.1,,2,,,,336,,
-17333,201701,94,223,F-11,69322,2,80.1,,2,0,0,0,368,,
-4048,200801,88,22,J-11,69322,2,80.1,,2,0,0,0,380,,
-11269,200601,134,17,J-11,69322,2,80.2,,2,0,0,0,320,,
-9870,201301,89,9,H-13,69322,2,80.2,,2,0,0,0,370,,
-7499,201101,89,7,J-13,69322,2,80.3,,2,0,0,0,384,,
-6130,201001,162,11,H-13,69322,1,80.3,,2,,,,402,,
-11262,200601,134,10,G-13,69322,2,80.4,,2,0,0,0,368,,
-2812,200701,89,16,J-13,69322,2,80.4,,0,0,4,1,562,,
-9274,201201,162,220,I-14,69322,1,80.5,,2,,,,358,,
-7500,201101,89,8,I-13,69322,2,80.5,,2,0,0,0,388,,
-8482,201201,162,11,F-13,69322,1,80.5,,2,,,,418,,
-5755,200901,89,198,J-12,69322,2,80.6,,2,0,0,0,356,,
-5697,200901,88,204,I-13,69322,2,80.6,,2,0,0,0,358,,
-16352,201701,162,13,F-12,69322,1,80.6,,2,,,,456,,
-9054,201201,89,8,J-14,69322,1,80.7,,2,,,,386,,
-9870,201301,89,9,H-13,69322,1,80.7,,2,,,,408,,
-4813,200901,88,8,H-14,69322,1,80.8,,2,,,,364,,
-11268,200601,134,16,I-11,69322,1,80.8,,2,,,,366,,
-6130,201001,162,11,H-13,69322,1,80.8,,2,,,,378,,
-11687,200601,88,199,I-13,69322,2,80.8,,2,5,1,3,440,,
-18994,201901,162,53,J-06,69322,1,80.8,,2,,,,522,,
-9755,201301,162,11,F-13,69322,1,80.9,,2,,,,366,21.5,
-9809,201301,162,16,J-12,69322,1,80.9,,2,,,,394,23.1,
-4440,200801,88,206,H-10,69322,2,80.9,,2,0,0,0,402,,
-9871,201301,89,10,G-13,69322,1,80.9,,2,,,,404,,
1010699,200001,89,23,I-10,69322,2,81,,2,0,0,0,332,,
-9056,201201,89,10,K-13,69322,1,81,,2,,,,358,,
1010699,200001,89,23,I-10,69322,2,81,,2,0,0,0,366,,
1010912,200001,88,22,H-11,69322,1,81,,2,,,,384,,
1010911,200001,88,21,I-11,69322,2,81,,2,0,0,0,400,,
1010911,200001,88,21,I-11,69322,1,81,,2,,,,410,,
1010911,200001,88,21,I-11,69322,1,81,,2,,,,454,,
-16358,201701,94,21,J-11,69322,2,81.3,,2,0,0,0,340,,
-6130,201001,162,11,H-13,69322,2,81.3,,2,0,0,0,392,,
-2887,200701,88,29,J-12,69322,2,81.3,,2,0,0,1,412,,
-11681,200601,88,193,I-10,69322,1,81.3,,0,,,,460,23.3,
-18776,201901,162,24,E-10,69322,2,81.3,,2,0,0,0,480,,
-4048,200801,88,22,J-11,69322,2,81.4,,2,0,0,0,378,,
-17340,201701,94,230,H-12,69322,2,81.5,,2,0,0,0,370,,
-6378,201001,89,19,K-11,69322,1,81.5,,2,,,,402,,
-6379,201001,89,20,K-10,69322,1,81.5,,2,,,,402,,
-14127,201501,94,27,D-10,69322,1,81.6,,2,,,,414,,
-7593,201101,162,29,D-10,69322,2,81.6,,2,0,0,1,426,,
-4048,200801,88,22,J-11,69322,2,81.7,,2,0,0,0,368,,
-7593,201101,162,29,D-10,69322,2,81.7,,2,0,0,0,386,,
-11262,200601,134,10,G-13,69322,2,81.7,,2,0,0,0,390,,
-6376,201001,89,17,J-12,69322,2,81.7,,2,0,0,0,392,,
-4054,200801,88,28,F-09,69322,2,81.7,,2,0,0,0,408,,
-9753,201301,162,9,G-14,69322,2,81.7,,2,0,0,0,422,,
-18771,201901,162,19,I-10,69322,2,81.8,,2,0,0,0,415,,
-11265,200601,134,13,F-11,69322,1,81.8,,2,,,,416,,
-11700,200601,88,212,G-10,69322,1,81.8,,2,,,,430,25.2,
-9753,201301,162,9,G-14,69322,2,81.8,,2,0,0,0,432,,
-11269,200601,134,17,J-11,69322,1,81.9,,2,,,,318,,
-2829,200701,89,33,G-09,69322,1,81.9,,2,,,,392,,
1063406,200101,89,23,I-11,69322,2,82,,2,3,3,6,370,,
1010911,200001,88,21,I-11,69322,2,82,,2,0,0,0,424,,
1010953,200001,88,65,I-07,69322,1,82,,2,,,,426,,
1010930,200001,88,40,G-09,69322,1,82,,2,,,,440,,
1063189,200101,88,24,I-10,69322,1,82,,2,,,,464,,
-6129,201001,162,10,I-13,69322,2,82.1,,2,0,0,0,380,,
-9058,201201,89,12,J-12,69322,1,82.1,,2,,,,416,,
-6136,201001,162,17,H-11,69322,2,82.2,,2,0,0,0,394,,
-17331,201701,94,221,G-10,69322,2,82.2,,2,0,0,0,452,,
-4822,200901,88,17,J-12,69322,2,82.2,,2,0,0,1,492,,
-6126,201001,162,7,I-15,69322,1,82.3,,2,,,,366,,
-11276,200601,134,24,G-09,69322,2,82.3,,2,0,0,0,434,,
-9755,201301,162,11,F-13,69322,1,82.4,,2,,,,432,23.6,
-4045,200801,88,16,G-11,69322,2,82.5,,2,3,1,5,406,,
-9871,201301,89,10,G-13,69322,1,82.5,,2,,,,434,,
-4046,200801,88,17,H-11,69322,2,82.5,,2,0,0,0,440,,
-8482,201201,162,11,F-13,69322,1,82.6,,2,,,,384,,
-5696,200901,88,203,I-12,69322,2,82.7,,2,0,0,0,388,,
-7580,201101,162,16,F-12,69322,2,82.7,,2,0,0,0,414,,
-8196,201101,89,207,H-11,69322,1,82.7,,2,,,,472,,
-5697,200901,88,204,I-13,69322,1,82.8,,2,,,,382,,
-16358,201701,94,21,J-11,69322,2,82.8,,2,0,0,0,425,,
-7580,201101,162,16,F-12,69322,2,82.8,,2,0,0,0,434,,
-16360,201701,94,23,K-10,69322,1,82.8,,2,,,,485,,
-9871,201301,89,10,G-13,69322,2,82.9,,2,0,0,0,416,,
-7498,201101,89,6,K-13,69322,1,82.9,,2,,,,452,,
1010912,200001,88,22,H-11,69322,2,83,,2,0,0,0,384,,
-2887,200701,88,29,J-12,69322,1,83,,2,,,,388,27.1,
1010692,200001,89,16,J-13,69322,2,83,,2,0,0,0,390,,
1010911,200001,88,21,I-11,69322,1,83,,2,,,,410,,
-18770,201901,162,18,J-10,69322,1,83,,2,,,,424,,
1010912,200001,88,22,H-11,69322,1,83,,2,,,,430,,
1063396,200101,89,13,F-13,69322,1,83,,2,,,,448,,
-9376,201201,162,232,E-12,69322,1,83.2,,2,,,,456,,
-4813,200901,88,8,H-14,69322,1,83.3,,2,,,,406,,
-11681,200601,88,193,I-10,69322,2,83.3,,2,0,0,0,436,,
-17330,201701,94,220,G-11,69322,2,83.3,,2,0,0,0,456,,
-2816,200701,89,20,E-12,69322,1,83.4,,2,,,,394,,
-4822,200901,88,17,J-12,69322,2,83.4,,2,0,0,0,420,,
-11684,200601,88,196,I-12,69322,2,83.4,,2,0,0,0,464,,
-11685,200601,88,197,J-12,69322,2,83.5,,2,0,0,0,356,,
-16358,201701,94,21,J-11,69322,2,83.5,,2,0,0,0,415,,
-9755,201301,162,11,F-13,69322,2,83.5,,2,0,0,0,424,,
-9279,201201,162,225,G-13,69322,1,83.5,,2,,,,480,,
-16507,201701,94,61,J-08,69322,2,83.6,,2,0,0,0,405,,
-9752,201301,162,8,H-14,69322,2,83.7,,2,0,0,0,446,,
-17334,201701,94,224,F-12,69322,2,83.7,,2,0,0,0,446,,
-8488,201201,162,17,I-11,69322,1,83.8,,2,,,,396,,
-11260,200601,134,8,I-13,69322,1,83.8,,2,,,,434,,
