"","ACCESS_ID","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log10.width","log10.weight","log.width","log.weight","Cooks_D","SC"
"198",NA,-17607,201801,94,35,"B-08",68560,1,NA,27,2,NA,NA,NA,6,4,NA,"2018",1.43136376415899,0.778151250383644,3.29583686600433,1.79175946922805,3.86213818960447e-05,"NS"
"207",NA,-15793,201601,162,188,"L-28",68560,1,NA,27.3,2,NA,NA,NA,6,3.4,NA,"2016",1.43616264704076,0.778151250383644,3.30688670219091,1.79175946922805,8.6967888483364e-07,"NS"
"214",NA,-17686,201801,162,55,"H-05",68560,1,NA,27.5,2,NA,NA,NA,6,3.6,NA,"2018",1.43933269383026,0.778151250383644,3.31418600467253,1.79175946922805,3.11320311976803e-05,"NS"
"216",5679,-5230,200901,89,112,"E-21",68560,1,NA,27.7,2,NA,NA,NA,6,3,NA,"2009",1.44247976906445,0.778151250383644,3.32143241319329,1.79175946922805,0.000102712331335596,"NS"
"218",NA,-12299,201401,162,190,"L-31",68560,1,NA,27.8,2,NA,NA,NA,6,3.6,NA,"2014",1.44404479591808,0.778151250383644,3.32503602069659,1.79175946922805,0.000153224028497817,"NS"
"227",1216,-6558,201001,162,114,"H-25",68560,1,NA,28.1,2,NA,NA,NA,6,3.6,NA,"2010",1.44870631990508,0.778151250383644,3.3357695763397,1.79175946922805,0.000360109167082519,"NS"
"230",NA,-17823,201801,162,98,"K-19",68560,1,NA,28.1,2,NA,NA,NA,6,NA,NA,"2018",1.44870631990508,0.778151250383644,3.3357695763397,1.79175946922805,0.000360109167082519,"NS"
"237",NA,-8917,201201,162,173,"K-23",68560,1,NA,28.3,2,NA,NA,NA,6,3.4,NA,"2012",1.45178643552429,0.778151250383644,3.34286180464919,1.79175946922805,0.000541348214800847,"NS"
"240",NA,-15776,201601,162,179,"N-30",68560,1,NA,28.4,2,NA,NA,NA,6,3.2,NA,"2016",1.45331834004704,0.778151250383644,3.34638914516716,1.79175946922805,0.000644154174235672,"NS"
"246",NA,-9111,201201,89,44,"D-08",68560,1,NA,28.5,2,NA,NA,NA,6,3.5,NA,"2012",1.45484486000851,0.778151250383644,3.3499040872746,1.79175946922805,0.000754740005162388,"NS"
"253",NA,-17876,201801,94,152,"PO2625",68560,1,NA,28.6,2,NA,NA,NA,8,3.9,NA,"2018",1.45636603312904,0.903089986991944,3.35340671782581,2.07944154167984,0.000886324258852074,"NS"
"257",NA,-12129,201401,162,151,"N-25",68560,1,NA,28.7,2,NA,NA,NA,8,3.6,NA,"2014",1.45788189673399,0.903089986991944,3.35689712276558,2.07944154167984,0.000758222595971308,"NS"
"258",NA,-17893,201801,162,131,"G-24",68560,1,NA,28.7,2,NA,NA,NA,6,3.1,NA,"2018",1.45788189673399,0.778151250383644,3.35689712276558,1.79175946922805,0.000998254530805755,"NS"
"261",NA,-17695,201801,162,51,"J-05",68560,1,NA,28.7,2,NA,NA,NA,6,2.9,NA,"2018",1.45788189673399,0.778151250383644,3.35689712276558,1.79175946922805,0.000998254530805755,"NS"
"268",NA,-17027,201701,162,164,"R-32",68560,1,NA,28.9,2,NA,NA,NA,8,4.2,NA,"2017",1.46089784275655,0.903089986991944,3.36384159511839,2.07944154167984,0.000534918690625646,"NS"
"274",NA,-17635,201801,94,72,"D-06",68560,1,NA,29.1,2,NA,NA,NA,8,3.2,NA,"2018",1.46389298898591,0.903089986991944,3.37073817417745,2.07944154167984,0.000353576819468628,"NS"
"279",NA,-18169,201801,162,176,"O-29",68560,1,NA,29.3,2,NA,NA,NA,8,NA,NA,"2018",1.46686762035411,0.903089986991944,3.37758751602302,2.07944154167984,0.000211999695736339,"NS"
"284",2091,-6884,201001,162,195,"PO2524",68560,1,NA,29.5,2,NA,NA,NA,8,NA,NA,"2010",1.46982201597816,0.903089986991944,3.38439026334577,2.07944154167984,0.000108085948373393,"NS"
"287",NA,-17015,201701,162,152,"L-30",68560,1,NA,29.5,2,NA,NA,NA,8,NA,NA,"2017",1.46982201597816,0.903089986991944,3.38439026334577,2.07944154167984,0.000108085948373393,"NS"
"297",NA,-17840,201801,162,107,"GF1918",68560,1,NA,29.7,2,NA,NA,NA,8,3.9,NA,"2018",1.47275644931721,0.903089986991944,3.39114704580865,2.07944154167984,3.98259674988071e-05,"NS"
"299",NA,-17805,201801,94,114,"K-20",68560,1,NA,29.7,2,NA,NA,NA,8,4.2,NA,"2018",1.47275644931721,0.903089986991944,3.39114704580865,2.07944154167984,3.98259674988071e-05,"NS"
"302",NA,-17027,201701,162,164,"R-32",68560,1,NA,29.7,2,NA,NA,NA,9,3.7,NA,"2017",1.47275644931721,0.954242509439325,3.39114704580865,2.19722457733622,0.00088703954280299,"NS"
"305",NA,-8913,201201,162,170,"M-24",68560,1,NA,29.8,2,NA,NA,NA,8,3.3,NA,"2012",1.47421626407626,0.903089986991944,3.39450839351136,2.07944154167984,1.84622488290357e-05,"NS"
"306",NA,-17896,201801,162,148,"N-25",68560,1,NA,29.8,2,NA,NA,NA,8,3.7,NA,"2018",1.47421626407626,0.903089986991944,3.39450839351136,2.07944154167984,1.84622488290357e-05,"NS"
"310",902,-6216,201001,162,97,"D-18",68560,1,NA,29.9,2,NA,NA,NA,8,NA,NA,"2010",1.47567118832443,0.903089986991944,3.39785848039664,2.07944154167984,5.29794367457529e-06,"NS"
"311",NA,-17585,201801,162,30,"C-07",68560,1,NA,29.9,2,NA,NA,NA,8,3.4,NA,"2018",1.47567118832443,0.903089986991944,3.39785848039664,2.07944154167984,5.29794367457529e-06,"NS"
"319",NA,-11780,201401,162,58,"E-06",68560,1,NA,30.1,2,NA,NA,NA,8,3.7,NA,"2014",1.47856649559384,0.903089986991944,3.40452517175483,2.07944154167984,2.66409104313303e-06,"NS"
"320",NA,-18149,201801,162,180,"N-30",68560,1,NA,30.1,2,NA,NA,NA,8,NA,NA,"2018",1.47856649559384,0.903089986991944,3.40452517175483,2.07944154167984,2.66409104313303e-06,"NS"
"324",NA,-17863,201801,94,139,"H-23",68560,1,NA,30.2,2,NA,NA,NA,8,4,NA,"2018",1.48000694295715,0.903089986991944,3.40784192438082,2.07944154167984,1.27552560874992e-05,"NS"
"326",NA,-17638,201801,94,75,"C-06",68560,1,NA,30.2,2,NA,NA,NA,8,3.7,NA,"2018",1.48000694295715,0.903089986991944,3.40784192438082,2.07944154167984,1.27552560874992e-05,"NS"
"334",NA,-8983,201201,89,141,"M-22",68560,1,NA,30.4,2,NA,NA,NA,8,3.6,NA,"2012",1.48287358360875,0.903089986991944,3.41444260841218,2.07944154167984,5.46917890821302e-05,"NS"
"344",2187,-3414,200701,88,72,"D-04",68560,1,NA,30.6,2,NA,NA,NA,8,3.2,NA,"2007",1.48572142648158,0.903089986991944,3.42100000895834,2.07944154167984,0.000124272396837727,"NS"
"345",4875,-6423,201001,89,64,"F-04",68560,1,NA,30.6,2,NA,NA,NA,10,3.9,NA,"2010",1.48572142648158,1,3.42100000895834,2.30258509299405,0.00103134584901476,"NS"
"348",NA,-17636,201801,94,73,"D-05",68560,1,NA,30.6,2,NA,NA,NA,10,4.1,NA,"2018",1.48572142648158,1,3.42100000895834,2.30258509299405,0.00103134584901476,"NS"
"352",NA,-8623,201201,162,145,"M-21",68560,1,NA,30.7,2,NA,NA,NA,10,3.1,NA,"2012",1.48713837547719,1,3.42426265459315,2.30258509299405,0.000908028555650275,"NS"
"354",NA,-12300,201401,162,191,"L-30",68560,1,NA,30.7,2,NA,NA,NA,10,3.9,NA,"2014",1.48713837547719,1,3.42426265459315,2.30258509299405,0.000908028555650275,"NS"
"355",NA,NA,201801,94,84,"",68560,1,NA,30.7,2,NA,NA,NA,10,3.9,NA,"2018",1.48713837547719,1,3.42426265459315,2.30258509299405,0.000908028555650275,"NS"
"356",NA,-17649,201801,94,62,"J-04",68560,1,NA,30.7,2,NA,NA,NA,8,3.7,NA,"2018",1.48713837547719,0.903089986991944,3.42426265459315,2.07944154167984,0.000168935556902907,"NS"
"358",NA,-16952,201701,162,117,"J-26",68560,1,NA,30.7,2,NA,NA,NA,8,3.9,NA,"2017",1.48713837547719,0.903089986991944,3.42426265459315,2.07944154167984,0.000168935556902907,"NS"
"359",NA,-8925,201201,89,83,"A-04",68560,1,NA,30.8,2,NA,NA,NA,8,3.7,NA,"2012",1.48855071650044,0.903089986991944,3.42751468997953,2.07944154167984,0.000219926074003194,"NS"
"361",NA,-17585,201801,162,30,"C-07",68560,1,NA,30.8,2,NA,NA,NA,10,3.6,NA,"2018",1.48855071650044,1,3.42751468997953,2.30258509299405,0.000793570624907871,"NS"
"362",NA,-17893,201801,162,131,"G-24",68560,1,NA,30.8,2,NA,NA,NA,10,2.8,NA,"2018",1.48855071650044,1,3.42751468997953,2.30258509299405,0.000793570624907871,"NS"
"363",NA,-17633,201801,94,70,"E-05",68560,1,NA,30.8,2,NA,NA,NA,8,3.8,NA,"2018",1.48855071650044,0.903089986991944,3.42751468997953,2.07944154167984,0.000219926074003194,"NS"
"368",917,1010924,200001,88,34,"A-05",68560,1,NA,31,2,NA,NA,NA,8,NA,NA,"2000",1.49136169383427,0.903089986991944,3.43398720448515,2.07944154167984,0.000340150878937208,"NS"
"369",449,-6169,201001,162,50,"G-05",68560,1,NA,31,2,NA,NA,NA,10,NA,NA,"2010",1.49136169383427,1,3.43398720448515,2.30258509299405,0.000590357045385707,"NS"
"370",NA,-8920,201201,162,176,"J-23",68560,1,NA,31,2,NA,NA,NA,10,3.8,NA,"2012",1.49136169383427,1,3.43398720448515,2.30258509299405,0.000590357045385707,"NS"
"371",NA,-17897,201801,162,149,"M-25",68560,1,NA,31,2,NA,NA,NA,10,4,NA,"2018",1.49136169383427,1,3.43398720448515,2.30258509299405,0.000590357045385707,"NS"
"379",NA,-17635,201801,94,72,"D-06",68560,1,NA,31.2,2,NA,NA,NA,10,3.7,NA,"2018",1.49415459401844,1,3.44041809481544,2.30258509299405,0.000419999153237546,"NS"
"381",NA,-8561,201201,162,90,"E-01",68560,1,NA,31.3,2,NA,NA,NA,10,3.8,NA,"2012",1.49554433754645,1,3.44361809754611,2.30258509299405,0.000346627456611644,"NS"
"391",NA,-17865,201801,94,141,"K-22",68560,1,NA,31.4,2,NA,NA,NA,8,4,NA,"2018",1.49692964807321,0.903089986991944,3.44680789291421,2.07944154167984,0.000648634036980419,"NS"
"392",31,-7934,201101,89,97,"F-22",68560,1,NA,31.5,2,NA,NA,NA,10,NA,NA,"2011",1.4983105537896,1,3.44998754583159,2.30258509299405,0.00022250880956008,"NS"
"393",NA,-8981,201201,89,139,"K-22",68560,1,NA,31.5,2,NA,NA,NA,8,4,NA,"2012",1.4983105537896,0.903089986991944,3.44998754583159,2.07944154167984,0.000738944409345953,"NS"
"395",NA,-15482,201601,162,103,"I-19",68560,1,NA,31.5,2,NA,NA,NA,8,3.7,NA,"2016",1.4983105537896,0.903089986991944,3.44998754583159,2.07944154167984,0.000738944409345953,"NS"
"396",NA,-17631,201801,94,68,"F-06",68560,1,NA,31.5,2,NA,NA,NA,10,NA,NA,"2018",1.4983105537896,1,3.44998754583159,2.30258509299405,0.00022250880956008,"NS"
"397",1371,-6566,201001,162,123,"L-28",68560,1,NA,31.6,2,NA,NA,NA,10,3.9,NA,"2010",1.4996870826184,1,3.45315712059287,2.30258509299405,0.000171378396551561,"NS"
"401",NA,-17997,201801,162,152,"G-26",68560,1,NA,31.6,2,NA,NA,NA,10,NA,NA,"2018",1.4996870826184,1,3.45315712059287,2.30258509299405,0.000171378396551561,"NS"
"402",NA,-17978,201801,94,158,"M-24",68560,1,NA,31.6,2,NA,NA,NA,10,NA,NA,"2018",1.4996870826184,1,3.45315712059287,2.30258509299405,0.000171378396551561,"NS"
"403",NA,-17553,201801,162,12,"F-12",68560,1,NA,31.7,2,NA,NA,NA,8,3.5,NA,"2018",1.50105926221775,0.903089986991944,3.45631668088323,2.07944154167984,0.000934270501630216,"NS"
"404",NA,-17975,201801,94,163,"H-25",68560,1,NA,31.7,2,NA,NA,NA,8,3.8,NA,"2018",1.50105926221775,0.903089986991944,3.45631668088323,2.07944154167984,0.000934270501630216,"NS"
"409",1372,-6566,201001,162,123,"L-28",68560,1,NA,31.8,2,NA,NA,NA,10,3.7,NA,"2010",1.50242711998443,1,3.45946628978613,2.30258509299405,9.00468117144742e-05,"NS"
"412",NA,-12006,201401,162,131,"M-23",68560,1,NA,31.8,2,NA,NA,NA,8,3.7,NA,"2014",1.50242711998443,0.903089986991944,3.45946628978613,2.07944154167984,0.00103897989722002,"NS"
"413",NA,-17592,201801,162,28,"C-09",68560,1,NA,31.8,2,NA,NA,NA,8,3.8,NA,"2018",1.50242711998443,0.903089986991944,3.45946628978613,2.07944154167984,0.00103897989722002,"NS"
"415",NA,-17893,201801,162,131,"G-24",68560,1,NA,31.8,2,NA,NA,NA,8,3.1,NA,"2018",1.50242711998443,0.903089986991944,3.45946628978613,2.07944154167984,0.00103897989722002,"NS"
"417",NA,-17701,201801,162,69,"C-18",68560,1,NA,31.8,2,NA,NA,NA,10,3.3,NA,"2018",1.50242711998443,1,3.45946628978613,2.30258509299405,9.00468117144742e-05,"NS"
"418",NA,-17010,201701,162,147,"P-28",68560,1,NA,31.8,2,NA,NA,NA,10,NA,NA,"2017",1.50242711998443,1,3.45946628978613,2.30258509299405,9.00468117144742e-05,"NS"
"423",1012,-6547,201001,162,101,"C-18",68560,1,NA,31.9,2,NA,NA,NA,10,3.6,NA,"2010",1.50379068305718,1,3.4626060097908,2.30258509299405,5.94858935068994e-05,"NS"
"425",64,-7959,201101,89,122,"K-21",68560,1,NA,31.9,2,NA,NA,NA,10,3.7,NA,"2011",1.50379068305718,1,3.4626060097908,2.30258509299405,5.94858935068994e-05,"NS"
"426",NA,-8925,201201,89,83,"A-04",68560,1,NA,31.9,2,NA,NA,NA,8,3.6,NA,"2012",1.50379068305718,0.903089986991944,3.4626060097908,2.07944154167984,0.00114818837193126,"NS"
"427",NA,-17827,201801,162,102,"I-18",68560,1,NA,31.9,2,NA,NA,NA,10,3.8,NA,"2018",1.50379068305718,1,3.4626060097908,2.30258509299405,5.94858935068994e-05,"NS"
"428",NA,-17585,201801,162,30,"C-07",68560,1,NA,31.9,2,NA,NA,NA,10,3.7,NA,"2018",1.50379068305718,1,3.4626060097908,2.30258509299405,5.94858935068994e-05,"NS"
"431",1110,-6551,201001,162,106,"F-25",68560,1,NA,32,2,NA,NA,NA,10,3.9,NA,"2010",1.50514997831991,1,3.46573590279973,2.30258509299405,3.54280330794047e-05,"NS"
"438",NA,NA,201801,94,84,"",68560,1,NA,32,2,NA,NA,NA,10,3.8,NA,"2018",1.50514997831991,1,3.46573590279973,2.30258509299405,3.54280330794047e-05,"NS"
"440",NA,-16542,201701,94,77,"B-05",68560,1,NA,32,2,NA,NA,NA,10,4,NA,"2017",1.50514997831991,1,3.46573590279973,2.30258509299405,3.54280330794047e-05,"NS"
"442",1366,-6566,201001,162,123,"L-28",68560,1,NA,32.1,2,NA,NA,NA,10,4.2,NA,"2010",1.50650503240487,1,3.46885603013597,2.30258509299405,1.77026999555017e-05,"NS"
"444",NA,-17649,201801,94,62,"J-04",68560,1,NA,32.1,2,NA,NA,NA,10,3.7,NA,"2018",1.50650503240487,1,3.46885603013597,2.30258509299405,1.77026999555017e-05,"NS"
"445",NA,-17604,201801,94,32,"E-10",68560,1,NA,32.1,2,NA,NA,NA,10,3.6,NA,"2018",1.50650503240487,1,3.46885603013597,2.30258509299405,1.77026999555017e-05,"NS"
"450",1450,-6576,201001,162,133,"JI2019",68560,1,NA,32.2,2,NA,NA,NA,10,3.9,NA,"2010",1.50785587169583,1,3.47196645255036,2.30258509299405,6.14296376926344e-06,"NS"
"456",NA,-17897,201801,162,149,"M-25",68560,1,NA,32.3,2,NA,NA,NA,10,4.1,NA,"2018",1.5092025223311,1,3.47506723022861,2.30258509299405,5.85420753432196e-07,"NS"
"457",NA,-17897,201801,162,149,"M-25",68560,1,NA,32.3,2,NA,NA,NA,10,3.8,NA,"2018",1.5092025223311,1,3.47506723022861,2.30258509299405,5.85420753432196e-07,"NS"
"460",338,-11611,200601,88,123,"F-22",68560,1,NA,32.4,2,NA,NA,NA,10,3.7,NA,"2006",1.51054501020661,1,3.47815842279828,2.30258509299405,8.70121832387356e-07,"NS"
"462",1047,-6548,201001,162,102,"E-22",68560,1,NA,32.4,2,NA,NA,NA,10,4.1,NA,"2010",1.51054501020661,1,3.47815842279828,2.30258509299405,8.70121832387356e-07,"NS"
"463",1111,-6551,201001,162,106,"F-25",68560,1,NA,32.4,2,NA,NA,NA,10,3.8,NA,"2010",1.51054501020661,1,3.47815842279828,2.30258509299405,8.70121832387356e-07,"NS"
"471",NA,-18024,201801,162,165,"N-27",68560,1,NA,32.4,2,NA,NA,NA,12,3.6,NA,"2018",1.51054501020661,1.07918124604762,3.47815842279828,2.484906649788,0.00105957438703423,"NS"
"473",337,-11611,200601,88,123,"F-22",68560,1,NA,32.5,2,NA,NA,NA,12,3.4,NA,"2006",1.51188336097887,1.07918124604762,3.48124008933569,2.484906649788,0.000946728359286698,"NS"
