"CRAB_ID","HAULJOIN","CRUISE","VESSEL","HAUL","STATION","SPECIES_KFRC","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","SAMPLING_FACTOR","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS","GIS_STATION"
3154751,-17433,201702,162,78,"ZZ-02",7,68580,1,,40.5,2,,,,24,,,,,1,6.2,,"","ZZ-02"
3154752,-17433,201702,162,78,"ZZ-02",7,68580,1,,35.1,2,,,,16,,,,,1,5.4,,"","ZZ-02"
3154753,-17433,201702,162,78,"ZZ-02",7,68580,1,,34,2,,,,14,,,,,1,5.4,,"","ZZ-02"
3154786,-17350,201702,162,27,"W-19",7,68580,1,,45.1,2,,,,38,,,,,41.35738,7.2,,"","W-19"
3154787,-17350,201702,162,27,"W-19",7,68580,1,,47.5,2,,,,42,,,,,41.35738,7.5,,"","W-19"
3154788,-17350,201702,162,27,"W-19",7,68580,1,,40.3,2,,,,26,,,,,41.35738,6.2,,"","W-19"
3154789,-17350,201702,162,27,"W-19",7,68580,1,,57.2,2,,,,80,,,,,41.35738,12,,"","W-19"
3154790,-17350,201702,162,27,"W-19",7,68580,1,,44.8,2,,,,32,,,,,41.35738,7.2,,"","W-19"
3154857,-17325,201702,162,22,"X-19",7,68580,1,,45,2,,,,34,,,,,17.15497,7.5,,"","X-19"
3154858,-17325,201702,162,22,"X-19",7,68580,1,,42.2,2,,,,28,,,,,17.15497,7,,"","X-19"
3154859,-17325,201702,162,22,"X-19",7,68580,1,,54,2,,,,60,,,,,17.15497,8.7,,"","X-19"
3154860,-17325,201702,162,22,"X-19",7,68580,1,,45,2,,,,34,,,,,17.15497,7.8,,"","X-19"
3155286,-17353,201702,162,29,"W-20",7,68580,1,,31.8,2,,,,12,,,,,4.225,4.8,,"","W-20"
3155287,-17353,201702,162,29,"W-20",7,68580,1,,32,2,,,,14,,,,,4.225,4.8,,"","W-20"
3155930,-17366,201702,162,36,"X-26",7,68580,1,,43.3,2,,,,32,,,,,1,6.4,,"","X-26"
3155931,-17366,201702,162,36,"X-26",7,68580,1,,61.9,2,,,,90,,,,,1,10.3,,"","X-26"
3155932,-17366,201702,162,36,"X-26",7,68580,1,,55.6,2,,,,62,,,,,1,8.8,,"","X-26"
3155933,-17366,201702,162,36,"X-26",7,68580,1,,49.3,2,,,,46,,,,,1,8.3,,"","X-26"
3155934,-17366,201702,162,36,"X-26",7,68580,1,,48.5,2,,,,48,,,,,1,8.8,,"","X-26"
3156148,-17364,201702,162,34,"X-22",7,68580,1,,54.2,2,,,,62,,,,,1,9.4,,"","X-22"
3155393,-17364,201702,162,34,"X-22",7,68580,1,,29.5,2,,,,8,,,,,15.60961,4.3,,"","X-22"
3155394,-17364,201702,162,34,"X-22",7,68580,1,,35.8,2,,,,18,,,,,15.60961,5.5,,"","X-22"
3155395,-17364,201702,162,34,"X-22",7,68580,1,,45,2,,,,38,,,,,15.60961,7.4,,"","X-22"
3155396,-17364,201702,162,34,"X-22",7,68580,1,,34.4,2,,,,16,,,,,15.60961,5.2,,"","X-22"
3155397,-17364,201702,162,34,"X-22",7,68580,1,,37.7,2,,,,20,,,,,15.60961,6.3,,"","X-22"
3155562,-17354,201702,162,30,"X-20",7,68580,1,,21.1,2,,,,4,,,,,1,,,"","X-20"
3155571,-17355,201702,162,31,"X-21",7,68580,1,,26.5,2,,,,8,,,,,1,3.8,,"","X-21"
3155572,-17355,201702,162,31,"X-21",7,68580,1,,29.2,2,,,,10,,,,,1,4.5,,"","X-21"
3155785,-17365,201702,162,35,"X-23",7,68580,1,,52.5,2,,,,54,,,,,1,7.9,,"","X-23"
3155786,-17365,201702,162,35,"X-23",7,68580,1,,55.1,2,,,,70,,,,,1,8.9,,"","X-23"
3155787,-17365,201702,162,35,"X-23",7,68580,1,,56.3,2,,,,68,,,,,1,9.2,,"","X-23"
3155788,-17365,201702,162,35,"X-23",7,68580,1,,55.8,2,,,,62,,,,,1,7.5,,"","X-23"
3155789,-17365,201702,162,35,"X-23",7,68580,1,,54.4,2,,,,60,,,,,1,8.3,,"","X-23"
3156227,-17365,201702,162,35,"X-23",7,68580,1,,26.3,2,,,,8,,,,,44.94241,,,"","X-23"
3156228,-17365,201702,162,35,"X-23",7,68580,1,,27.5,2,,,,8,,,,,44.94241,,,"","X-23"
3156229,-17365,201702,162,35,"X-23",7,68580,1,,23.3,2,,,,6,,,,,44.94241,,,"","X-23"
3156230,-17365,201702,162,35,"X-23",7,68580,1,,42.6,2,,,,26,,,,,44.94241,,,"","X-23"
3156231,-17365,201702,162,35,"X-23",7,68580,1,,45.6,2,,,,32,,,,,44.94241,,,"","X-23"
3156436,-17367,201702,162,37,"X-25",7,68580,1,,57.1,2,,,,74,,,,,3.56236,8.8,,"","X-25"
3156437,-17367,201702,162,37,"X-25",7,68580,1,,53.1,2,,,,58,,,,,3.56236,10.3,,"","X-25"
3156438,-17367,201702,162,37,"X-25",7,68580,1,,48.7,2,,,,46,,,,,3.56236,8.5,,"","X-25"
3156439,-17367,201702,162,37,"X-25",7,68580,1,,42.9,2,,,,30,,,,,3.56236,7.2,,"","X-25"
3156440,-17367,201702,162,37,"X-25",7,68580,1,,37.4,2,,,,20,,,,,3.56236,6,,"","X-25"
3156723,-17381,201702,162,43,"Y-23",7,68580,1,,49.5,2,,,,46,,,,,1,8.6,,"","Y-23"
3156724,-17381,201702,162,43,"Y-23",7,68580,1,,54,2,,,,62,,,,,1,9.1,,"","Y-23"
3156725,-17381,201702,162,43,"Y-23",7,68580,1,,41.5,2,,,,28,,,,,1,6.1,,"","Y-23"
3156726,-17381,201702,162,43,"Y-23",7,68580,1,,57.9,2,,,,74,,,,,1,9.8,,"","Y-23"
3156727,-17381,201702,162,43,"Y-23",7,68580,1,,58.8,2,,,,72,,,,,1,9.8,,"","Y-23"
3156749,-17396,201702,162,53,"DD-20",7,68580,1,,38.7,2,,,,24,,,,,16.16458,6.2,,"","DD-20"
3156750,-17396,201702,162,53,"DD-20",7,68580,1,,34.7,2,,,,14,,,,,16.16458,5.6,,"","DD-20"
3156751,-17396,201702,162,53,"DD-20",7,68580,1,,32.6,2,,,,12,,,,,16.16458,4.9,,"","DD-20"
3156752,-17396,201702,162,53,"DD-20",7,68580,1,,39.8,2,,,,26,,,,,16.16458,6.3,,"","DD-20"
3156753,-17396,201702,162,53,"DD-20",7,68580,1,,43,2,,,,30,,,,,16.16458,7,,"","DD-20"
3157376,-17436,201702,162,81,"W-01",7,68580,1,,28.8,2,,,,8,,,,,1,4.1,,"","W-01"
3157377,-17436,201702,162,81,"W-01",7,68580,1,,27.9,2,,,,10,,,,,1,4.2,,"","W-01"
3157378,-17436,201702,162,81,"W-01",7,68580,1,,27.8,2,,,,8,,,,,1,4.2,,"","W-01"
3157379,-17436,201702,162,81,"W-01",7,68580,1,,38.9,2,,,,18,,,,,1,5.8,,"","W-01"
3157380,-17436,201702,162,81,"W-01",7,68580,1,,41.1,2,,,,24,,,,,1,6.3,,"","W-01"
3157691,-17368,201702,162,38,"X-24",7,68580,1,,54.7,2,,,,60,,,,,2.18826,8.8,,"","X-24"
3157692,-17368,201702,162,38,"X-24",7,68580,1,,52.8,2,,,,56,,,,,2.18826,8.4,,"","X-24"
3157693,-17368,201702,162,38,"X-24",7,68580,1,,38.4,2,,,,20,,,,,2.18826,6.2,,"","X-24"
3157694,-17368,201702,162,38,"X-24",7,68580,1,,58.4,2,,,,82,,,,,2.18826,10.2,,"","X-24"
3157731,-17369,201702,162,39,"Y-25",7,68580,1,,59.5,2,,,,84,,,,,1,10.7,,"","Y-25"
3157732,-17369,201702,162,39,"Y-25",7,68580,1,,64.2,2,,,,104,,,,,1,10.9,,"","Y-25"
3157733,-17369,201702,162,39,"Y-25",7,68580,1,,69.4,2,,,,144,,,,,1,16.5,,"","Y-25"
3157734,-17369,201702,162,39,"Y-25",7,68580,1,,63.6,2,,,,98,,,,,1,11,,"","Y-25"
3157735,-17369,201702,162,39,"Y-25",7,68580,1,,61.5,2,,,,98,,,,,1,12.7,,"","Y-25"
3157736,-17369,201702,162,39,"Y-25",7,68580,1,,71,2,,,,146,,,,,1,14.7,,"","Y-25"
3157737,-17369,201702,162,39,"Y-25",7,68580,1,,79.6,2,,,,220,,,,,1,19.5,,"","Y-25"
3157285,-17378,201702,162,40,"ZZ-24",7,68580,1,,64.1,2,,,,98,,,,,2.03228,11.4,,"","ZZ-24"
3157286,-17378,201702,162,40,"ZZ-24",7,68580,1,,57.1,2,,,,78,,,,,2.03228,12.8,,"","ZZ-24"
3157287,-17378,201702,162,40,"ZZ-24",7,68580,1,,44.2,2,,,,30,,,,,2.03228,6.4,,"","ZZ-24"
3157288,-17378,201702,162,40,"ZZ-24",7,68580,1,,66.8,2,,,,110,,,,,2.03228,12.3,,"","ZZ-24"
3157289,-17378,201702,162,40,"ZZ-24",7,68580,1,,64.3,2,,,,108,,,,,2.03228,11.4,,"","ZZ-24"
3158442,-17383,201702,162,45,"AA-23",7,68580,1,,40.4,2,,,,22,,,,,10.69338,6.3,,"","AA-23"
3158443,-17383,201702,162,45,"AA-23",7,68580,1,,46.2,2,,,,38,,,,,10.69338,7.1,,"","AA-23"
3158444,-17383,201702,162,45,"AA-23",7,68580,1,,66.8,2,,,,124,,,,,10.69338,15.6,,"","AA-23"
3158445,-17383,201702,162,45,"AA-23",7,68580,1,,62.9,2,,,,100,,,,,10.69338,11.2,,"","AA-23"
3158446,-17383,201702,162,45,"AA-23",7,68580,1,,53.2,2,,,,52,,,,,10.69338,8.6,,"","AA-23"
3157864,-17382,201702,162,44,"ZZ-23",7,68580,1,,44.6,2,,,,38,,,,,10.28817,8.5,,"","ZZ-23"
3157865,-17382,201702,162,44,"ZZ-23",7,68580,1,,33,2,,,,15,,,,,10.28817,5.1,,"","ZZ-23"
3157866,-17382,201702,162,44,"ZZ-23",7,68580,1,,27.8,2,,,,8,,,,,10.28817,4.2,,"","ZZ-23"
3157867,-17382,201702,162,44,"ZZ-23",7,68580,1,,62.3,2,,,,94,,,,,10.28817,11.2,,"","ZZ-23"
3159119,-17385,201702,162,47,"BB-22",7,68580,1,,48.4,2,,,,40,,,,,5.96815,7.8,,"","BB-22"
3159286,-17386,201702,162,48,"BB-21",7,68580,1,,37.1,2,,,,18,,,,,2.63887,5.8,,"","BB-21"
3159287,-17386,201702,162,48,"BB-21",7,68580,1,,46,2,,,,33,,,,,2.63887,7.8,,"","BB-21"
3159288,-17386,201702,162,48,"BB-21",7,68580,1,,43,2,,,,28,,,,,2.63887,6.8,,"","BB-21"
3159289,-17386,201702,162,48,"BB-21",7,68580,1,,31.5,2,,,,12,,,,,2.63887,4.7,,"","BB-21"
3159290,-17386,201702,162,48,"BB-21",7,68580,1,,42.5,2,,,,30,,,,,2.63887,6.6,,"","BB-21"
3158658,-17379,201702,162,41,"Y-24",7,68580,1,,36.7,2,,,,20,,,,,12.06799,5.8,,"","Y-24"
3158659,-17379,201702,162,41,"Y-24",7,68580,1,,46.5,2,,,,36,,,,,12.06799,7.6,,"","Y-24"
3158660,-17379,201702,162,41,"Y-24",7,68580,1,,44.4,2,,,,32,,,,,12.06799,7.1,,"","Y-24"
3158661,-17379,201702,162,41,"Y-24",7,68580,1,,42.7,2,,,,28,,,,,12.06799,6.3,,"","Y-24"
3158662,-17379,201702,162,41,"Y-24",7,68580,1,,58.7,2,,,,80,,,,,12.06799,12,,"","Y-24"
3158778,-17379,201702,162,41,"Y-24",7,68580,1,,80.2,3,,,,252,,,,,1,20.8,,"","Y-24"
3158779,-17379,201702,162,41,"Y-24",7,68580,1,,66.6,3,,,,126,,,,,1,13.4,,"","Y-24"
3158899,-17382,201702,162,44,"ZZ-23",7,68580,1,,67.6,2,,,,140,,,,,1,15.2,,"","ZZ-23"
3159380,-17397,201702,162,54,"DD-19",7,68580,1,,23.9,2,,,,10,,,,,1,3.6,,"","DD-19"
3159381,-17397,201702,162,54,"DD-19",7,68580,1,,69.4,2,,,,142,,,,,1,14.4,,"","DD-19"
3159475,-17385,201702,162,47,"BB-22",7,68580,1,,48.4,2,,,,40,,,,,5.96815,8.1,,"","BB-22"
3159476,-17385,201702,162,47,"BB-22",7,68580,1,,52.2,2,,,,50,,,,,5.96815,9.3,,"","BB-22"
3159477,-17385,201702,162,47,"BB-22",7,68580,1,,53.6,2,,,,58,,,,,5.96815,10.4,,"","BB-22"
3159478,-17385,201702,162,47,"BB-22",7,68580,1,,44.7,2,,,,34,,,,,5.96815,7.5,,"","BB-22"
3159628,-17384,201702,162,46,"AA-22",7,68580,1,,48.8,2,,,,42,,,,,1,8.1,,"","AA-22"
3159629,-17384,201702,162,46,"AA-22",7,68580,1,,44.6,2,,,,34,,,,,1,8.6,,"","AA-22"
3159630,-17384,201702,162,46,"AA-22",7,68580,1,,41.1,2,,,,26,,,,,1,6.1,,"","AA-22"
3159631,-17384,201702,162,46,"AA-22",7,68580,1,,49.3,2,,,,40,,,,,1,5.9,,"","AA-22"
3159632,-17384,201702,162,46,"AA-22",7,68580,1,,50,2,,,,44,,,,,1,8.3,,"","AA-22"
3160532,-17409,201702,162,59,"DD-02",7,68580,1,,31.9,2,,,,12,,,,,1,4.8,,"","DD-02"
3160533,-17409,201702,162,59,"DD-02",7,68580,1,,28.4,2,,,,8,,,,,1,4.4,,"","DD-02"
3160534,-17409,201702,162,59,"DD-02",7,68580,1,,28.2,2,,,,8,,,,,1,4.5,,"","DD-02"
3160535,-17409,201702,162,59,"DD-02",7,68580,1,,25.4,2,,,,6,,,,,1,3.8,,"","DD-02"
3160536,-17409,201702,162,59,"DD-02",7,68580,1,,30,2,,,,8,,,,,1,4.7,,"","DD-02"
3160648,-17400,201702,162,57,"FF-18",7,68580,1,,56.3,2,,,,66,,,,,1,9.2,,"","FF-18"
3160649,-17400,201702,162,57,"FF-18",7,68580,1,,62,2,,,,94,,,,,1,13.7,,"","FF-18"
3160650,-17400,201702,162,57,"FF-18",7,68580,1,,48.4,2,,,,44,,,,,1,7.8,,"","FF-18"
3160651,-17400,201702,162,57,"FF-18",7,68580,1,,55.6,2,,,,65,,,,,1,9.8,,"","FF-18"
3160652,-17400,201702,162,57,"FF-18",7,68580,1,,64.4,3,,,,138,,,,,1,15.3,,"","FF-18"
3160834,-17408,201702,162,58,"CC-02",7,68580,1,,32.5,2,,,,12,,,,,1,5,,"","CC-02"
3160835,-17408,201702,162,58,"CC-02",7,68580,1,,28.2,2,,,,8,,,,,1,4.1,,"","CC-02"
3160836,-17408,201702,162,58,"CC-02",7,68580,1,,31.7,2,,,,10,,,,,1,4.8,,"","CC-02"
3160837,-17408,201702,162,58,"CC-02",7,68580,1,,34.7,2,,,,16,,,,,1,5.4,,"","CC-02"
3160838,-17408,201702,162,58,"CC-02",7,68580,1,,31.5,2,,,,12,,,,,1,5,,"","CC-02"
3160145,-17398,201702,162,55,"EE-19",7,68580,1,,31.1,2,,,,12,,,,,1,4.5,,"","EE-19"
3160146,-17398,201702,162,55,"EE-19",7,68580,1,,49.6,2,,,,46,,,,,1,8,,"","EE-19"
3160147,-17398,201702,162,55,"EE-19",7,68580,1,,61.1,2,,,,92,,,,,1,11.2,,"","EE-19"
3160148,-17398,201702,162,55,"EE-19",7,68580,1,,55.4,2,,,,62,,,,,1,9.4,,"","EE-19"
3160149,-17398,201702,162,55,"EE-19",7,68580,1,,58.1,2,,,,72,,,,,1,7.2,,"","EE-19"
3160162,-17399,201702,162,56,"EE-18",7,68580,1,,62.1,2,,,,90,,,,,1,11.1,,"","EE-18"
3160163,-17399,201702,162,56,"EE-18",7,68580,1,,63.8,2,,,,102,,,,,1,11.8,,"","EE-18"
3160164,-17399,201702,162,56,"EE-18",7,68580,1,,55.4,2,,,,74,,,,,1,11.8,,"","EE-18"
3160165,-17399,201702,162,56,"EE-18",7,68580,1,,59.9,2,,,,92,,,,,1,11.8,,"","EE-18"
3160166,-17399,201702,162,56,"EE-18",7,68580,1,,81.6,2,,,,240,,,,,1,18.7,,"","EE-18"
3160222,-17455,201702,162,51,"BB-20",7,68580,1,,33.4,2,,,,14,,,,,84.77287,5,,"","BB-20"
3160223,-17455,201702,162,51,"BB-20",7,68580,1,,40.5,2,,,,24,,,,,84.77287,6.6,,"","BB-20"
3160263,-17453,201702,162,49,"CC-21",7,68580,1,,42.5,2,,,,26,,,,,16.84,7.4,,"","CC-21"
3160264,-17453,201702,162,49,"CC-21",7,68580,1,,31.5,2,,,,8,,,,,16.84,4.6,,"","CC-21"
3160265,-17453,201702,162,49,"CC-21",7,68580,1,,38.1,2,,,,20,,,,,16.84,5.6,,"","CC-21"
3160266,-17453,201702,162,49,"CC-21",7,68580,1,,43.2,2,,,,26,,,,,16.84,6.9,,"","CC-21"
3160267,-17453,201702,162,49,"CC-21",7,68580,1,,58.8,2,,,,76,,,,,16.84,10.2,,"","CC-21"
3160400,-17456,201702,162,52,"CC-19",7,68580,1,,32.4,2,,,,10,,,,,1,4.7,,"","CC-19"
3160401,-17456,201702,162,52,"CC-19",7,68580,1,,46.6,2,,,,38,,,,,1,7.4,,"","CC-19"
3160402,-17456,201702,162,52,"CC-19",7,68580,1,,47.6,2,,,,40,,,,,1,7.7,,"","CC-19"
3160403,-17456,201702,162,52,"CC-19",7,68580,1,,50.9,2,,,,46,,,,,1,8.2,,"","CC-19"
3160404,-17456,201702,162,52,"CC-19",7,68580,1,,59.6,2,,,,84,,,,,1,12.4,,"","CC-19"
3161532,-17415,201702,162,65,"DD-01",7,68580,1,,40.4,2,,,,22,,,,,1,6.3,,"","DD-01"
3161533,-17415,201702,162,65,"DD-01",7,68580,1,,29.8,2,,,,12,,,,,1,4.5,,"","DD-01"
3161534,-17415,201702,162,65,"DD-01",7,68580,1,,33.3,2,,,,12,,,,,1,4.6,,"","DD-01"
3161535,-17415,201702,162,65,"DD-01",7,68580,1,,32,2,,,,12,,,,,1,4.8,,"","DD-01"
3161536,-17415,201702,162,65,"DD-01",7,68580,1,,48.8,2,,,,44,,,,,1,8.1,,"","DD-01"
3160897,-17454,201702,162,50,"CC-20",7,68580,1,,37.5,2,,,,20,,,,,7.44283,5.7,,"","CC-20"
3160898,-17454,201702,162,50,"CC-20",7,68580,1,,37.1,2,,,,16,,,,,7.44283,5.5,,"","CC-20"
3160899,-17454,201702,162,50,"CC-20",7,68580,1,,43.7,2,,,,28,,,,,7.44283,6.2,,"","CC-20"
3160900,-17454,201702,162,50,"CC-20",7,68580,1,,30.4,2,,,,10,,,,,7.44283,4.8,,"","CC-20"
3160901,-17454,201702,162,50,"CC-20",7,68580,1,,50.6,2,,,,48,,,,,7.44283,9.2,,"","CC-20"
3160994,-17455,201702,162,51,"BB-20",7,68580,1,,37.6,2,,,,18,,,,,84.77287,5.8,,"","BB-20"
3160995,-17455,201702,162,51,"BB-20",7,68580,1,,35.9,2,,,,16,,,,,84.77287,5.7,,"","BB-20"
3160996,-17455,201702,162,51,"BB-20",7,68580,1,,44.7,2,,,,32,,,,,84.77287,7.7,,"","BB-20"
3161092,-17416,201702,162,66,"CC-01",7,68580,1,,40.5,2,,,,26,,,,,9.69901,6.6,,"","CC-01"
3161093,-17416,201702,162,66,"CC-01",7,68580,1,,35.3,2,,,,20,,,,,9.69901,5.5,,"","CC-01"
3161094,-17416,201702,162,66,"CC-01",7,68580,1,,38.8,2,,,,26,,,,,9.69901,6.1,,"","CC-01"
3161095,-17416,201702,162,66,"CC-01",7,68580,1,,30.1,2,,,,12,,,,,9.69901,3.5,,"","CC-01"
3161096,-17416,201702,162,66,"CC-01",7,68580,1,,44.1,2,,,,36,,,,,9.69901,7.7,,"","CC-01"
3161289,-17412,201702,162,62,"FF-01",7,68580,1,,42.9,2,,,,28,,,,,9.88278,6.5,,"","FF-01"
3161290,-17412,201702,162,62,"FF-01",7,68580,1,,43,2,,,,28,,,,,9.88278,6.2,,"","FF-01"
3161291,-17412,201702,162,62,"FF-01",7,68580,1,,35.4,2,,,,16,,,,,9.88278,5.1,,"","FF-01"
3161292,-17412,201702,162,62,"FF-01",7,68580,1,,32.1,2,,,,14,,,,,9.88278,5,,"","FF-01"
3161293,-17412,201702,162,62,"FF-01",7,68580,1,,37.3,2,,,,20,,,,,9.88278,5.4,,"","FF-01"
3162106,-17435,201702,162,80,"X-01",7,68580,1,,39.1,2,,,,20,,,,,6.18877,5.8,,"","X-01"
3162107,-17435,201702,162,80,"X-01",7,68580,1,,40.2,2,,,,24,,,,,6.18877,6,,"","X-01"
3162108,-17435,201702,162,80,"X-01",7,68580,1,,40.8,2,,,,26,,,,,6.18877,6.7,,"","X-01"
3162109,-17435,201702,162,80,"X-01",7,68580,1,,42.4,2,,,,32,,,,,6.18877,6.5,,"","X-01"
3162110,-17435,201702,162,80,"X-01",7,68580,1,,37.1,2,,,,20,,,,,6.18877,5.7,,"","X-01"
3162295,-17421,201702,162,67,"CC-18",7,68580,1,,34.4,2,,,,14,,,,,15.29561,5.5,,"","CC-18"
3162296,-17421,201702,162,67,"CC-18",7,68580,1,,34.4,2,,,,14,,,,,15.29561,34.4,,"","CC-18"
3162297,-17421,201702,162,67,"CC-18",7,68580,1,,42.9,2,,,,28,,,,,15.29561,6.8,,"","CC-18"
3162298,-17421,201702,162,67,"CC-18",7,68580,1,,54.2,2,,,,58,,,,,15.29561,9.4,,"","CC-18"
3162299,-17421,201702,162,67,"CC-18",7,68580,1,,48,2,,,,40,,,,,15.29561,7.6,,"","CC-18"
3162300,-17421,201702,162,67,"CC-18",7,68580,1,,41.8,2,,,,26,,,,,15.29561,6,,"","CC-18"
3162408,-17427,201702,162,72,"BB-01",7,68580,1,,31.3,2,,,,12,,,,,59.287,4.8,,"","BB-01"
3162409,-17427,201702,162,72,"BB-01",7,68580,1,,32.7,2,,,,14,,,,,59.287,4.9,,"","BB-01"
3162410,-17427,201702,162,72,"BB-01",7,68580,1,,35.5,2,,,,16,,,,,59.287,5.7,,"","BB-01"
3162411,-17427,201702,162,72,"BB-01",7,68580,1,,35.6,2,,,,16,,,,,59.287,5.7,,"","BB-01"
3162412,-17427,201702,162,72,"BB-01",7,68580,1,,37.4,2,,,,20,,,,,59.287,6.2,,"","BB-01"
3161720,-17422,201702,162,68,"BB-18",7,68580,1,,32,2,,,,14,,,,,1,4.7,,"","BB-18"
3161721,-17422,201702,162,68,"BB-18",7,68580,1,,36,2,,,,24,,,,,1,5.8,,"","BB-18"
3161739,-17423,201702,162,69,"BB-19",7,68580,1,,38.1,2,,,,20,,,,,4.56,6.2,,"","BB-19"
3161740,-17423,201702,162,69,"BB-19",7,68580,1,,34.1,2,,,,14,,,,,4.56,5.2,,"","BB-19"
3161741,-17423,201702,162,69,"BB-19",7,68580,1,,42.1,2,,,,28,,,,,4.56,6.6,,"","BB-19"
3161742,-17423,201702,162,69,"BB-19",7,68580,1,,52,2,,,,52,,,,,4.56,9,,"","BB-19"
3161743,-17423,201702,162,69,"BB-19",7,68580,1,,47.6,2,,,,40,,,,,4.56,7.9,,"","BB-19"
3161851,-17424,201702,162,70,"AA-19",7,68580,1,,32.9,2,,,,14,,,,,1,4.9,,"","AA-19"
3161852,-17424,201702,162,70,"AA-19",7,68580,1,,32.7,2,,,,14,,,,,1,4.8,,"","AA-19"
3161853,-17424,201702,162,70,"AA-19",7,68580,1,,32.8,2,,,,10,,,,,1,5,,"","AA-19"
3161854,-17424,201702,162,70,"AA-19",7,68580,1,,31.2,2,,,,12,,,,,1,4.4,,"","AA-19"
3161855,-17424,201702,162,70,"AA-19",7,68580,1,,30.6,2,,,,10,,,,,1,4.5,,"","AA-19"
